Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”,Name: “Table 1 of 1 on page 7 of 19”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Munitions or bomb,,,,,,,,,,,,,,,,,
241,,15,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,100,0.00 %,0,0.00 %,100,0.00 %
,explosion (no fire),,,,,,,,,,,,,,,,,
,Blasting agent explosion,,,,,,,,,,,,,,,,,
242,,3,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,(no fire),,,,,,,,,,,,,,,,,
,Fireworks explosion (no,,,,,,,,,,,,,,,,,
243,,55,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,305,0.00 %,130,0.00 %,435,0.00 %
,fire),,,,,,,,,,,,,,,,,
,"Excessive heat, scorch",,,,,,,,,,,,,,,,,
251,,971,0.15 %,0,0,0.00 %,1,0.15 %,0,0.00 %,1,0.22 %,"18,450",0.01 %,"18,305",0.03 %,"36,755",0.01 %
,burns with no ignition,,,,,,,,,,,,,,,,,
,Rescue & Emergency,,,,,,,,,,,,,,,,,
3,Medical Service Incidents,1,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Rescue, emergency",,,,,,,,,,,,,,,,,
300,"medical call (EMS) call,","15,161",2.31 %,0,1,0.79 %,0,0.00 %,0,0.00 %,4,0.90 %,"37,500",0.02 %,"1,000",0.00 %,"38,500",0.01 %
,other,,,,,,,,,,,,,,,,,
,"Medical assist, assist",,,,,,,,,,,,,,,,,
311,,"38,764",5.90 %,0,3,2.36 %,4,0.61 %,0,0.00 %,2,0.45 %,"86,000",0.04 %,"1,000",0.00 %,"87,000",0.03 %
,EMS crew,,,,,,,,,,,,,,,,,
,Emergency medical,,,,,,,,,,,,,,,,,
32,,32,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,service (EMS),,,,,,,,,,,,,,,,,
,"EMS call, excluding",,,,,,,,,,,,,,,,,
,,"326,180",,,,,,,,,,,,,,,,
321,vehicle accident with,,49.68 %,0,10,7.87 %,5,0.76 %,0,0.00 %,107,23.99 %,"67,360",0.03 %,"105,000",0.16 %,"172,360",0.07 %
,injury,,,,,,,,,,,,,,,,,
,Vehicle accident with,,,,,,,,,,,,,,,,,
322,,"26,825",4.09 %,0,30,23.62 %,97,14.81 %,0,0.00 %,19,4.26 %,"3,031,295",1.54 %,"276,750",0.43 %,"3,308,045",1.26 %
,injuries,,,,,,,,,,,,,,,,,
,Motor vehicle/pedestrian,,,,,,,,,,,,,,,,,
323,accident (MV Ped),"1,827",0.28 %,0,1,0.79 %,0,0.00 %,0,0.00 %,1,0.22 %,"33,000",0.02 %,0,0.00 %,"33,000",0.01 %
,Page 7 of 19,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:48:31 EST 2011,Fri Mar 11 10:48:31 EST 2011,Fri Mar 11 10:48:31 EST 2011
