Name: “Table 1 of 1 on page 37 of 69”,Name: “Table 1 of 1 on page 37 of 69”,Name: “Table 1 of 1 on page 37 of 69”,Name: “Table 1 of 1 on page 37 of 69”,Name: “Table 1 of 1 on page 37 of 69”,Name: “Table 1 of 1 on page 37 of 69”,Name: “Table 1 of 1 on page 37 of 69”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,
,Enrollment in Special Education Programs:,Enrollment in Special Education Programs:,Enrollment in Special Education Programs:,Enrollment in Special Education Programs:,Enrollment in Special Education Programs:,
,,,2001-2008,,,
"178,000",,,,,,
,,,"175,577","175,730",,
"176,000",,,,,,
"174,000",,,,,,
,,"172,525",,,"172,704",
"172,000",,,,,,
,"169,303",,,,,"169,538"
"170,000",,,,,,
"168,000",,,,,,
"166,000",,,,,,
,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08
,Enrollment in Gifted Education Programs:,Enrollment in Gifted Education Programs:,Enrollment in Gifted Education Programs:,Enrollment in Gifted Education Programs:,Enrollment in Gifted Education Programs:,Enrollment in Gifted Education Programs:
,,,2002-2008,2002-2008,,
"200,000",,,,,,"190,395"
,,"172,978","173,195","172,978","176,647",
"180,000",,,,,,
"160,000","147,832",,,,,
"140,000",,,,,,
"120,000",,,,,,
"100,000",,,,,,
"80,000",,,,,,
"60,000",,,,,,
"40,000",,,,,,
"20,000",,,,,,
0,,,,,,
,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08
,,,2009 Annual Report on Condition and Needs of Public Schools,2009 Annual Report on Condition and Needs of Public Schools,2009 Annual Report on Condition and Needs of Public Schools,2009 Annual Report on Condition and Needs of Public Schools
,,,,,,Page 37
