Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,,,,,,,,,,
Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month
"(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011",,,,,,,,,,,,
"Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police",,,,,,,,,,
"Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/",,,,,
All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,,,,,,,,,,,
,,,,,,,,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,,,,,,,,,,
Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,Other Forcible Sex Offenses,,,,,,,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,,,,
