"Oct 15, 2012 01:28 PM","Oct 15, 2012 01:28 PM",,,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,,,,,,Page No: 1 of,Page No: 1 of,7
,,,,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,,,,,,,
Number of Students Participation in the Area of Giftedness by Grade,Number of Students Participation in the Area of Giftedness by Grade,Number of Students Participation in the Area of Giftedness by Grade,Number of Students Participation in the Area of Giftedness by Grade,Number of Students Participation in the Area of Giftedness by Grade,,,,,,,,,,,,
Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,Students may be counted more than once if they are served in more than one area of giftedness.,,,,,,,,,
,,KG,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,TOTAL,
General Intellectual Aptitude only,General Intellectual Aptitude only,660,3394,5641,9937,11736,13428,14656,17344,17787,17329,16761,16707,16155,161535,161535
Specific Academic Aptitude only,Specific Academic Aptitude only,431,1230,2458,3208,3600,3660,3747,3585,3417,3199,3371,3320,3216,38442,38442
Visual/Performing Arts only,Visual/Performing Arts only,"
    ",13,137,421,827,1239,1167,1216,1186,1310,1188,1304,1243,11254,11254
Career and Technical Aptitude only,Career and Technical Aptitude only,"
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ",36,44,49,61,205,205
TOTAL,,1094,4637,8236,13566,16163,18330,19571,22150,22396,21874,21364,21380,20675,211436,211436
Ethnicity of Identified Students by Grade,Ethnicity of Identified Students by Grade,,,,,,,,,,,,,,,
,,KG,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,TOTAL,
American Indian or Alaska Native,American Indian or Alaska Native,"
    ",13,16,29,29,29,37,42,45,50,52,45,63,451,451
Asian,,95,486,859,1881,2211,2415,2474,2711,2772,2661,2649,2652,2382,26248,26248
"Black, not of Hispanic origin","Black, not of Hispanic origin",183,741,1004,1372,1552,1785,1950,2482,2613,2417,2428,2337,2438,23302,23302
Hispanic,,96,434,778,1186,1382,1502,1624,1952,1908,1707,1518,1591,1438,17116,17116
"White, not of Hispanic origin","White, not of Hispanic origin",658,2636,4979,8145,9834,11270,12058,13365,13475,13346,13119,13170,12848,128903,128903
Native Hawaiian,or Pacific Islander,"
    ",12,17,19,22,19,26,18,32,31,23,27,23,269,269
"Non-Hispanic, two or more races","Non-Hispanic, two or more races",56,311,516,791,897,882,970,1143,1086,1042,963,899,818,10374,10374
TOTAL,,1089,4633,8169,13423,15927,17902,19139,21713,21931,21254,20752,20721,20010,206663,206663
"Oct 15, 2012 01:28 PM","Oct 15, 2012 01:28 PM",,,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,,,,,,Page No: 2 of,Page No: 2 of,7
,,,,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,,,,,,,
Gender of Identified Students by Grade,Gender of Identified Students by Grade,,,,,,,,,,,,,,,
,,KG,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,TOTAL,
FEMALE,,523,2254,4088,6682,8061,9039,9605,11038,11143,11113,10909,10768,10466,105689,105689
MALE,,566,2379,4081,6741,7866,8863,9534,10675,10788,10141,9843,9953,9544,100974,100974
TOTAL,,1089,4633,8169,13423,15927,17902,19139,21713,21931,21254,20752,20721,20010,206663,206663
Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,Number and Ethnicity of All Students Referred for Gifted Services during 2011-2012 School year,,,,,,,,,
,,KG,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,TOTAL,
Unknown - Race/Ethnicity not provided,Unknown - Race/Ethnicity not provided,"
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ","
    ",,"
    "
American Indian or Alaska Native,American Indian or Alaska Native,"
    ",15,18,15,23,15,"
    ","
    ","
    ","
    ","
    ","
    ","
    ",123,123
Asian,,436,831,1713,924,1196,840,430,106,53,38,49,51,32,6699,6699
"Black, not of Hispanic origin","Black, not of Hispanic origin",642,1216,1415,900,947,972,534,307,211,143,216,364,383,8250,8250
Hispanic,,398,794,1186,792,894,742,381,117,75,48,48,50,49,5574,5574
"White, not of Hispanic origin","White, not of Hispanic origin",1488,3934,6809,4796,5036,4406,2412,1458,1033,750,694,794,750,34360,34360
Native Hawaiian,or Pacific Islander,"
    ",19,15,21,17,12,"
    ","
    ","
    ","
    ","
    ","
    ","
    ",99,99
"Non-Hispanic, two or more races","Non-Hispanic, two or more races",171,448,721,411,444,387,177,87,70,48,44,39,39,3086,3086
TOTAL,,3145,7257,11877,7859,8557,7374,3945,2081,1445,1033,1059,1301,1258,58191,58191
"Oct 15, 2012 01:28 PM",Virginia Department of Education,Page No: 3 of,7
,2011-2012 Gifted Annual Report for All Divisions,,
Administrator of the Gifted Education Program,,,
has endorsement in gifted education,,60,
has a Bachelor's degree relating to gifted education,,0,
has a Bachelor's degree in a discipline other than gifted education,has a Bachelor's degree in a discipline other than gifted education,89,
has a Master's degree relating to gifted education,,13,
has a Master's degree in a discipline other than gifted education,has a Master's degree in a discipline other than gifted education,99,
has an Education Specialist degree relating to gifted education,has an Education Specialist degree relating to gifted education,0,
has an Education Specialist degree in a discipline other than gifted education,has an Education Specialist degree in a discipline other than gifted education,17,
has a Doctorate degree relating to gifted education,,5,
has a Doctorate degree in a discipline other than gifted education,has a Doctorate degree in a discipline other than gifted education,25,
oversees only programs related to gifted education,,32,
"in addition to gifted education programs, oversees programs not under the scope of gifted education","in addition to gifted education programs, oversees programs not under the scope of gifted education",96,
"Oct 15, 2012 01:28 PM",Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,,,,,,,,,Page No: 4 of,Page No: 4 of,Page No: 4 of,7
,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,,,,,,,,,,,
Number of Divisions using each Program Model,,,,,,,,,,,,,,,,,
,General Intellectual,General Intellectual,General Intellectual,General Intellectual,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Tech/Prac Arts only,Tech/Prac Arts only,Tech/Prac Arts only,Tech/Prac Arts only,
,,Aptitude only,Aptitude only,,,only,only,,,,,,,,,,
,K-2,G3-5,G6-8,G9-12,K-2,G3-5,G6-8,G9-12,K-2,G3-5,G6-8,G9-12,K-2,G3-5,G6-8,G9-12,G9-12
Academic Year Governor's School,,,,105,,,,66,,,,14,,,,3,
Acceleration Based on Individual Needs,,,,,,,,,,,,,,,,,
- Content Area,89,94,106,106,47,57,68,69,7,12,19,21,1,1,2,3,
- Grade Level,78,84,85,73,47,51,56,54,6,10,13,14,1,1,2,3,
Advanced/Honors classes in Specific Areas,,,,,,,,,,,,,,,,,
- English,2,12,65,115,3,9,40,68,,,4,6,,,1,1,
- Foreign Language,,2,39,83,,2,21,47,,,4,5,,,1,1,
- Mathematics,3,19,85,108,4,18,52,63,,,6,6,,,1,1,
- Science,,5,49,110,,3,30,65,,,4,6,,,1,1,
- Social Studies,,5,42,105,,3,25,60,,,4,6,,,1,1,
- Art,1,2,8,55,,1,7,32,1,3,12,24,,,1,1,
- Music,,,7,39,,,4,23,,,3,12,,,,1,
- Research,,,1,22,,,2,8,,,,1,,,,,
- Other,,1,,12,,,1,7,,,,2,,,,,
Advanced Placement (AP),,,,,,,,,,,,,,,,,
- English,,,,103,,,,59,,,,6,,,,2,
- Foreign Language,,,,73,,,,40,,,,5,,,,2,
- Mathematics,,,,96,,,,60,,,,6,,,,2,
- Science,,,,89,,,,51,,,,6,,,,2,
- Social Studies,,,,100,,,,57,,,,7,,,,2,
- Studio Art (2D and/or 3D),,,,21,,,,15,,,,13,,,,1,
- Studio Art - Drawing Portfolio,,,,25,,,,15,,,,14,,,,1,
"Oct 15, 2012 01:28 PM",Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,,,,,,,,,Page No: 5 of,Page No: 5 of,Page No: 5 of,7
