Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
960,"Street, other",17,0.18 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"32,081",0.02 %,"30,681",0.05 %,"62,762",0.03 %
,Highway or divided,,,,,,,,,,,,,,,,,
961,,13,0.14 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"40,230",0.03 %,"12,030",0.02 %,"52,260",0.03 %
,highway,,,,,,,,,,,,,,,,,
,"Residential street, road",,,,,,,,,,,,,,,,,
962,,43,0.47 %,2,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"164,350",0.12 %,"104,450",0.17 %,"268,800",0.14 %
,or residential driveway,,,,,,,,,,,,,,,,,
,Street or road in,,,,,,,,,,,,,,,,,
963,,7,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,commercial area,,,,,,,,,,,,,,,,,
965,Vehicle parking area,65,0.70 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"111,395",0.08 %,"22,202",0.04 %,"133,597",0.07 %
981,Construction site,6,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"35,100",0.03 %,1,0.00 %,"35,101",0.02 %
,"Pipeline, power line or",,,,,,,,,,,,,,,,,
983,other utility right of way,7,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Industrial plant yard -,,,,,,,,,,,,,,,,,
984,,9,0.10 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,000",0.00 %,0,0.00 %,"1,000",0.00 %
,area,,,,,,,,,,,,,,,,,
NNN,None,54,0.59 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"73,300",0.05 %,"24,500",0.04 %,"97,800",0.05 %
UUU,Undetermined,24,0.26 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,752,260",2.06 %,"2,050,001",3.32 %,"4,802,261",2.46 %
,Page 12 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013
