Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Utility or Distribution,,,,,,,,,,,,,,,,,
640,,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"system, other",,,,,,,,,,,,,,,,,
642,Electrical distribution,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
648,Sanitation utility,5,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"17,000",0.01 %,"5,000",0.01 %,"22,000",0.01 %
655,Crops or orchard,2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,100,0.00 %,0,0.00 %,100,0.00 %
659,Livestock production,10,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,214,999",1.66 %,"2,080,000",3.37 %,"4,294,999",2.20 %
,"Forest, timberland,",,,,,,,,,,,,,,,,,
669,,4,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,10,0.00 %,1,0.00 %,11,0.00 %
,woodland,,,,,,,,,,,,,,,,,
679,Mine or quarry,2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"40,000",0.03 %,"110,000",0.18 %,"150,000",0.08 %
,"Manufacturing,",,,,,,,,,,,,,,,,,
700,,87,0.94 %,2,0,0.00 %,0,0.00 %,0,0.00 %,13,6.05 %,"2,142,627",1.60 %,"5,740,727",9.29 %,"7,883,354",4.03 %
,processing,,,,,,,,,,,,,,,,,
800,"Storage, other",29,0.31 %,2,0,0.00 %,0,0.00 %,0,0.00 %,3,1.40 %,"1,231,050",0.92 %,"536,002",0.87 %,"1,767,052",0.90 %
,Outside material storage,,,,,,,,,,,,,,,,,
807,,22,0.24 %,2,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"309,750",0.23 %,"297,350",0.48 %,"607,100",0.31 %
,area,,,,,,,,,,,,,,,,,
808,Outbuilding or shed,256,2.78 %,24,0,0.00 %,5,1.46 %,0,0.00 %,0,0.00 %,"1,653,400",1.24 %,"2,838,707",4.60 %,"4,492,107",2.30 %
,Page 9 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013
