Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”,Name: “Table 1 of 1 on page 4 of 13”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
162,Bar or nightclub,4,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"35,000",0.03 %,"36,400",0.06 %,"71,400",0.04 %
,Airport passenger,,,,,,,,,,,,,,,,,
171,,5,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,000",0.00 %,"1,000",0.00 %
,terminal,,,,,,,,,,,,,,,,,
174,Rapid transit station,2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,120,0.00 %,20,0.00 %,140,0.00 %
,Auditorium or concert hall,,,,,,,,,,,,,,,,,
182,,2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
183,Movie theater,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
185,"Radio, television studio",0,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
200,"Educational, other",5,0.05 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"101,500",0.08 %,"51,000",0.08 %,"152,500",0.08 %
210,"Schools, non-adult",2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"40,000",0.03 %,"15,000",0.02 %,"55,000",0.03 %
211,Preschool,3,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"18,000",0.01 %,"2,000",0.00 %,"20,000",0.01 %
,"Elementary school,",,,,,,,,,,,,,,,,,
213,,19,0.21 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,256,002",0.94 %,"22,603",0.04 %,"1,278,605",0.65 %
,including kindergarten,,,,,,,,,,,,,,,,,
,High school/junior high,,,,,,,,,,,,,,,,,
215,school/middle school,32,0.35 %,0,0,0.00 %,1,0.29 %,0,0.00 %,0,0.00 %,"113,705",0.09 %,"46,562",0.08 %,"160,267",0.08 %
,Page 4 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:07 EDT 2013,Thu Mar 14 07:38:07 EDT 2013,Thu Mar 14 07:38:07 EDT 2013
