Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
365,Police station,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,5,0.00 %,5,0.00 %,10,0.00 %
400,"Residential, other",250,2.71 %,3,2,4.76 %,2,0.58 %,0,0.00 %,3,1.40 %,"3,432,412",2.57 %,"977,202",1.58 %,"4,409,614",2.26 %
419,1 or 2 family dwelling,"5,240",56.81 %,83,33,78.57 %,204,59.65 %,0,0.00 %,148,68.84 %,"79,627,968",59.58 %,"29,090,525",47.10 %,"108,718,493",55.63 %
429,Multifamily dwellings,"1,741",18.87 %,25,7,16.67 %,99,28.95 %,0,0.00 %,29,13.49 %,"22,589,185",16.90 %,"6,942,760",11.24 %,"29,531,945",15.11 %
,"Boarding/rooming house,",,,,,,,,,,,,,,,,,
439,residential hotels,41,0.44 %,0,0,0.00 %,1,0.29 %,0,0.00 %,1,0.47 %,"1,741,524",1.30 %,"53,878",0.09 %,"1,795,402",0.92 %
,"Hotel/motel, commercial",,,,,,,,,,,,,,,,,
449,,73,0.79 %,6,0,0.00 %,2,0.58 %,0,0.00 %,2,0.93 %,"1,439,191",1.08 %,"706,622",1.14 %,"2,145,813",1.10 %
,Residential board and,,,,,,,,,,,,,,,,,
459,,20,0.22 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.47 %,"73,001",0.05 %,"18,001",0.03 %,"91,002",0.05 %
,care,,,,,,,,,,,,,,,,,
,Dormitory type,,,,,,,,,,,,,,,,,
460,,47,0.51 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.47 %,"117,025",0.09 %,"19,553",0.03 %,"136,578",0.07 %
,"residence, other",,,,,,,,,,,,,,,,,
,"Sorority house, fraternity",,,,,,,,,,,,,,,,,
462,,2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,house,,,,,,,,,,,,,,,,,
464,"Barracks, dormitory",15,0.16 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,000",0.00 %,"3,520",0.01 %,"9,520",0.00 %
,"Mercantile, business,",,,,,,,,,,,,,,,,,
500,,35,0.38 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.47 %,"213,200",0.16 %,"54,000",0.09 %,"267,200",0.14 %
,other,,,,,,,,,,,,,,,,,
,Page 6 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013
