Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
580,"General retail, other",14,0.15 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"18,000",0.01 %,"5,001",0.01 %,"23,001",0.01 %
,Department or discount,,,,,,,,,,,,,,,,,
581,,10,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,250",0.00 %,"295,350",0.48 %,"301,600",0.15 %
,store,,,,,,,,,,,,,,,,,
592,Bank,4,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"9,000",0.01 %,800,0.00 %,"9,800",0.01 %
599,Business office,44,0.48 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.93 %,"821,240",0.61 %,"206,575",0.33 %,"1,027,815",0.53 %
,"Utility, defense,",,,,,,,,,,,,,,,,,
600,"agriculture, mining, other",9,0.10 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"281,020",0.21 %,"120,020",0.19 %,"401,040",0.21 %
,"Energy production plant,",,,,,,,,,,,,,,,,,
610,,2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,150,000",0.86 %,"40,000",0.06 %,"1,190,000",0.61 %
,other,,,,,,,,,,,,,,,,,
,Steam or heat generating,,,,,,,,,,,,,,,,,
614,,4,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,plant,,,,,,,,,,,,,,,,,
,Electric generating plant,,,,,,,,,,,,,,,,,
615,,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Laboratory or science,,,,,,,,,,,,,,,,,
629,,5,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,200",0.00 %,"100,000",0.16 %,"101,200",0.05 %
,lababoratory,,,,,,,,,,,,,,,,,
,"Defense, military",,,,,,,,,,,,,,,,,
631,,4,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"3,500",0.00 %,1,0.00 %,"3,501",0.00 %
,installation,,,,,,,,,,,,,,,,,
,Communications center,,,,,,,,,,,,,,,,,
639,,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Page 8 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013
