Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”,Name: “Table 1 of 1 on page 11 of 13”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
919,"Dump, sanitary landfill",7,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,1,0.00 %,1,0.00 %,2,0.00 %
921,"Bridge, trestle",3,0.03 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,210,0.00 %,0,0.00 %,210,0.00 %
922,Tunnel,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,,41,0.44 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"178,911",0.13 %,"144,572",0.23 %,"323,483",0.17 %
,shelter,,,,,,,,,,,,,,,,,
931,Open land or field,43,0.47 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"45,100",0.03 %,"24,450",0.04 %,"69,550",0.04 %
935,Campsite with utilities,7,0.08 %,0,0,0.00 %,2,0.58 %,0,0.00 %,0,0.00 %,"95,545",0.07 %,"26,300",0.04 %,"121,845",0.06 %
936,Vacant lot,17,0.18 %,0,0,0.00 %,2,0.58 %,0,0.00 %,0,0.00 %,"8,100",0.01 %,"1,151",0.00 %,"9,251",0.00 %
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,,32,0.35 %,3,0,0.00 %,4,1.17 %,0,0.00 %,0,0.00 %,"2,250",0.00 %,351,0.00 %,"2,601",0.00 %
,plots of land,,,,,,,,,,,,,,,,,
940,"Water area, other",1,0.01 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,500,0.00 %,0,0.00 %,500,0.00 %
946,"Lake, river, stream",1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,250,0.00 %,0,0.00 %,250,0.00 %
951,Railroad right of way,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Page 11 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013,Thu Mar 14 07:38:08 EDT 2013
