Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
000,"Property Use, other",30,0.33 %,1,0,0.00 %,0,0.00 %,0,0.00 %,1,0.47 %,"384,351",0.29 %,"109,600",0.18 %,"493,951",0.25 %
100,"Assembly, other",7,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"9,800",0.01 %,500,0.00 %,"10,300",0.01 %
,Fixed use recreation,,,,,,,,,,,,,,,,,
110,,3,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"5,000",0.00 %,0,0.00 %,"5,000",0.00 %
,"places, other",,,,,,,,,,,,,,,,,
111,Bowling alley,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,000",0.00 %,"2,000",0.00 %
,Electronic amusement,,,,,,,,,,,,,,,,,
113,,1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,center,,,,,,,,,,,,,,,,,
,Swimming facility: indoor,,,,,,,,,,,,,,,,,
116,,3,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"4,000",0.00 %,"1,000",0.00 %,"5,000",0.00 %
,or outdoor,,,,,,,,,,,,,,,,,
,"Variable use amusement,",,,,,,,,,,,,,,,,,
120,recreation places,3,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,50,0.00 %,50,0.00 %
121,"Ballroom, gymnasium",1,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
123,"Stadium, arena",2,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"50,000",0.04 %,0,0.00 %,"50,000",0.03 %
124,Playground,3,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,000",0.00 %,10,0.00 %,"2,010",0.00 %
,Amusement center:,,,,,,,,,,,,,,,,,
129,,7,0.08 %,5,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"190,500",0.14 %,"100,000",0.16 %,"290,500",0.15 %
,indoor/outdoor,,,,,,,,,,,,,,,,,
,Page 2 of 13,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:07 EDT 2013,Thu Mar 14 07:38:07 EDT 2013,Thu Mar 14 07:38:07 EDT 2013
