Name: “Table 1 of 1 on page 75 of 98”,Name: “Table 1 of 1 on page 75 of 98”,Name: “Table 1 of 1 on page 75 of 98”,Name: “Table 1 of 1 on page 75 of 98”,Name: “Table 1 of 1 on page 75 of 98”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,
,,,,Reported
,,,Reported,
,Non-compliance reported for the following SOQ,Non-compliance reported for the following SOQ,,non-
,,,non-,
Division,requirement: 2007-2008,,,complianc
,,,compliance,
,,,,e in 2005-
,,,in 2006-2007,
,,,,2006
,An annual announcement is made at the beginning of the,An annual announcement is made at the beginning of the,,
,"school year and, for parents of students enrolling later in the","school year and, for parents of students enrolling later in the",,
Orange,"academic year, at the time of enrollment, advising the public","academic year, at the time of enrollment, advising the public",,
,,,No,No
County,"that the policies are available in the library of each school, in","that the policies are available in the library of each school, in",,
,any public library in that division and online (where,any public library in that division and online (where,,
,appropriate).,,,
,"A current copy of the school division policies, including the","A current copy of the school division policies, including the",,
,"Student Conduct Policy, is posted on the division’s Web site","Student Conduct Policy, is posted on the division’s Web site",,
,and is available to employees and to the public.,The school,,
Powhatan,,,,
,board has ensured that printed copies of such policies are,board has ensured that printed copies of such policies are,No,No
County,,,,
,available as needed to citizens who do not have online,available as needed to citizens who do not have online,,
,access.,,,
,"A current copy of the school division policies, including the","A current copy of the school division policies, including the",,
,"Student Conduct Policy, is posted on the division’s Web site","Student Conduct Policy, is posted on the division’s Web site",,
,and is available to employees and to the public.,The school,,
Covington,,,,
,board has ensured that printed copies of such policies are,board has ensured that printed copies of such policies are,No,No
City,,,,
,available as needed to citizens who do not have online,available as needed to citizens who do not have online,,
,access.,,,
,,,,75
