Name: “Table 1 of 1 on page 70 of 98”,Name: “Table 1 of 1 on page 70 of 98”,Name: “Table 1 of 1 on page 70 of 98”,Name: “Table 1 of 1 on page 70 of 98”,Name: “Table 1 of 1 on page 70 of 98”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,
,,,Reported,
,Reported non-compliance with the,Reported non-compliance with the,,Reported non-
,,,non-,
Division,following SOQ requirement: 2007-2008,following SOQ requirement: 2007-2008,,compliance in
,,,compliance,
,,,,2005-2006
,,,in 2006-2007,
,The school board employs licensed,The school board employs licensed,,
Charlottesville,instructional personnel qualified in the,instructional personnel qualified in the,,
,,,Yes,Yes
City,relevant subject areas.,,,
,The school board employs licensed,The school board employs licensed,,
,instructional personnel qualified in the,instructional personnel qualified in the,,
,,,No,No
,relevant subject areas.,,,
,4. Guidance counselors in elementary,4. Guidance counselors in elementary,,
,"schools, one hour per day per 100 students,","schools, one hour per day per 100 students,",,
,"one full-time at 500 students, one hour per","one full-time at 500 students, one hour per",,
,day additional time per 100 students or,day additional time per 100 students or,,
Harrisonburg,,,,
,major fraction thereof; guidance counselors,major fraction thereof; guidance counselors,,
City,,,,
,"in middle schools, one period per 80","in middle schools, one period per 80",,
,"students, one full-time at 400 students, one","students, one full-time at 400 students, one",No,No
,additional period per 80 students or major,additional period per 80 students or major,,
,fraction thereof; guidance counselors in high,fraction thereof; guidance counselors in high,,
,"schools, one period per 70 students, one full-","schools, one period per 70 students, one full-",,
,"time at 350 students, one additional period","time at 350 students, one additional period",,
,per 70 students or major fraction thereof,per 70 students or major fraction thereof,,
,The school board employs licensed,The school board employs licensed,,
,instructional personnel qualified in the,instructional personnel qualified in the,Yes,Yes
,relevant subject areas.,,,
,"Librarians in elementary schools, one part-","Librarians in elementary schools, one part-",,
,"time to 299 students, one full-time at 300","time to 299 students, one full-time at 300",,
,"students; librarians in middle schools, one-","students; librarians in middle schools, one-",,
Hopewell City,,,,
,"half time to 299 students, one full-time at 300","half time to 299 students, one full-time at 300",,
,"students, two full-time at 1,000 students;","students, two full-time at 1,000 students;",Yes,Yes
,"librarians in high schools, one half-time to","librarians in high schools, one half-time to",,
,"299 students, one full- time at 300 students,","299 students, one full- time at 300 students,",,
,"two full-time at 1,000 students","two full-time at 1,000 students",,
,All combined schools in the school division,All combined schools in the school division,,
,meet the staffing (except for guidance,meet the staffing (except for guidance,,
,counselors) requirements for the highest-,counselors) requirements for the highest-,,
,grade level in the school.,The requirement,,
,,,Yes,No
,for guidance counselors meets the,for guidance counselors meets the,,
,requirements based on enrollment at the,requirements based on enrollment at the,,
,various school organization levels.,various school organization levels.,,
,,,,70
