Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”,Name: “Table 1 of 1 on page 11 of 37”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
06113,Lois VFD,Fauquier Co.,2008,386,0,86,472,12,12
,Fauquier Co.,10,,"2,586",1,334,"2,921",,
06301,Floyd Co. Vol. Fire Dept. #1,Floyd Co.,2008,148,1,14,163,12,12
06302,Floyd Co. Vol. Fire Dept. #2,Floyd Co.,2008,72,0,36,108,12,12
06303,Floyd Co. Vol. Fire Dept. #3,Floyd Co.,2008,101,0,10,111,12,12
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co.,2008,39,0,12,51,12,12
,Floyd Co.,4,,360,1,72,433,,
06700,Franklin Co. Public Safety,Franklin Co.,2008,152,1,57,210,9,9
06701,Boones Mill Vol. Fire Dept.,Franklin Co.,2008,159,1,0,160,12,12
06702,Burnt Chimney VFD,Franklin Co.,2008,65,0,69,134,11,11
06703,Callaway VFD,Franklin Co.,2008,16,0,5,21,3,3
06704,Ferrum VFD,Franklin Co.,2008,102,0,19,121,12,12
06705,Fork Mountain VFD,Franklin Co.,2008,30,0,41,71,12,12
06706,Glade Hill VFD,Franklin Co.,2008,73,0,51,124,12,12
06707,Rocky Mount Vol Fire Dept.,Franklin Co.,2008,303,1,8,312,12,12
06708,Scruggs VFD,Franklin Co.,2008,128,0,22,150,12,12
06709,Smith Mountain Lake Marine VFD,Franklin Co.,2008,225,0,68,293,12,12
06710,Snow Creek VFD,Franklin Co.,2008,48,0,14,62,12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 11 of 37
