Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”,Name: “Table 1 of 1 on page 22 of 37”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
14104,Meadows of Dan Vol. Fire Dept,Patrick Co.,2008,13,0,14,27,9,9
14105,Moorefield Store Vol. Fire Dept.,Patrick Co.,2008,26,0,14,40,7,7
14106,Stuart Vol. Fire Dept.,Patrick Co.,2008,288,0,13,301,12,12
14107,Patrick-Henry Vol. Fire Dept.,Patrick Co.,2008,404,0,25,429,12,12
14108,Woolwine Vol. Fire Dept.,Patrick Co.,2008,87,0,10,97,12,12
14109,Fairystone Vol. Fire Dept.,Patrick Co.,2008,54,0,7,61,12,12
14110,Patrick Spring Vol. Fire Dept.,Patrick Co.,2008,156,0,16,172,12,12
,Patrick Co.,9,,"1,206",0,119,"1,325",,
14301,Riceville-Java VFD,Pittsylvania Co.,2008,53,0,13,66,12,12
14302,Hurt Vol. Fire Dept.,Pittsylvania Co.,2008,170,0,30,200,12,12
14303,Renan VFD,Pittsylvania Co.,2008,65,0,7,72,12,12
14305,Tunstall Vol. Fire & Rescue,Pittsylvania Co.,2008,448,0,68,516,12,12
14306,Mount Hermon Vol. Fire Dept.,Pittsylvania Co.,2008,412,0,64,476,12,12
14307,Mount Cross Vol. Fire Dept.,Pittsylvania Co.,2008,299,0,10,309,12,12
14308,Climax Vol. Fire Dept.,Pittsylvania Co.,2008,46,0,29,75,12,12
14309,Ringgold VFD,Pittsylvania Co.,2008,680,0,21,701,12,12
14310,Bachelor Hall Vol Fire Dept.,Pittsylvania Co.,2008,90,0,28,118,12,12
14311,Chatham Vol Fire Dept.,Pittsylvania Co.,2008,231,0,32,263,12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 22 of 37
