Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”,Name: “Table 1 of 1 on page 26 of 37”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
,Rockbridge Co.,6,,"1,473",2,390,"1,865",,
16500,Rockingham Co. Dept. of Fire & Resc.,Rockingham Co.,2008,815,0,143,958,12,12
16501,Singers Glen Vol. Fire Co.,Rockingham Co.,2008,134,0,19,153,11,11
16502,Bergton Vol. Fire Co.,Rockingham Co.,2008,49,0,3,52,9,9
16503,Elkton Vol. Fire Company,Rockingham Co.,2008,378,0,208,586,12,12
16505,Broadway Vol. Fire Dept.,Rockingham Co.,2008,321,0,29,350,7,7
16506,Timberville Vol. Fire Dept.,Rockingham Co.,2008,167,0,70,237,12,12
16508,McGaheysville Vol. Fire Dept.,Rockingham Co.,2008,456,0,97,553,9,9
16515,Bridgewater Vol. Fire Co.,Rockingham Co.,2008,783,0,118,901,12,12
16517,Clover Hill Vol. Fire Co.,Rockingham Co.,2008,386,0,42,428,12,12
16520,Grottoes Vol Fire Dept.,Rockingham Co.,2008,544,1,86,631,12,12
16544,Hose Company No. 4,Rockingham Co.,2008,875,1,243,"1,119",12,12
,Rockingham Co.,11,,"4,908",2,"1,058","5,968",,
16702,Dante Vol. Fire Dept.,Russell Co.,2008,6,0,0,6,3,3
16705,Belfast-Rosedale Vol. Fire Dept.,Russell Co.,2008,13,0,0,13,4,4
16706,Copper Creek-Moccasin Vol. Fire Dept.,Russell Co.,2008,63,0,4,67,11,11
16707,Castlewood Vol. Fire Dept.,Russell Co.,2008,41,0,6,47,12,12
,Russell Co.,4,,123,0,10,133,,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 26 of 37
