Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”,Name: “Table 1 of 1 on page 16 of 37”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
09301,Carrollton Vol. Fire Dept.,Isle of Wight Co.,2008,841,0,31,872,12,12
09303,Smithfield Vol. Fire Dept. Inc.,Isle of Wight Co.,2008,581,0,28,609,12,12
09305,Rushmere Vol. Fire Dept.,Isle of Wight Co.,2008,45,0,44,89,12,12
,Isle of Wight Co.,3,,"1,467",0,103,"1,570",,
09500,James City Co. Fire Dept.,James City Co.,2008,"7,595",6,671,"8,272",12,12
,James City Co.,1,,"7,595",6,671,"8,272",,
09702,Lower King & Queen Vol. Fire Dept.,King & Queen Co.,2008,72,0,13,85,12,12
,King & Queen Co.,1,,72,0,13,85,,
09900,"King George Fire & Rescue, Inc.",King George Co.,2008,992,5,68,"1,065",12,12
,King George Co.,1,,992,5,68,"1,065",,
10101,King William VFD,King William Co.,2008,5,0,2,7,3,3
10103,West Point Vol. Fire Dept.,King William Co.,2008,206,0,1,207,3,3
10104,"Mangohick Vol. Fire Dept., Inc.",King William Co.,2008,35,0,4,39,11,11
,King William Co.,3,,246,0,7,253,,
10308,Kilmarnock Vol. Fire Dept.,Lancaster Co.,2008,4,1,0,5,1,1
,Lancaster Co.,1,,4,1,0,5,,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 16 of 37
