Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”,Name: “Table 1 of 1 on page 31 of 37”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
19501,Valley Vol. Fire Dept.,Wise Co.,2008,385,0,5,390,12,12
19516,Coeburn Vol. Fire Dept.,Wise Co.,2008,60,0,5,65,9,9
19550,Big Stone Gap Vol. Fire Dept.,Wise Co.,2008,140,0,2,142,12,12
19570,Pound Vol. Fire Dept.,Wise Co.,2008,10,0,1,11,4,4
19580,Saint Paul Vol. Fire Dept.,Wise Co.,2008,22,0,0,22,6,8
19590,Wise Vol. Fire Dept.,Wise Co.,2008,63,0,2,65,12,12
,Wise Co.,6,,680,0,15,695,,
19701,Barren Springs Vol. Fire Dept.,Wythe Co.,2008,91,0,16,107,12,12
19702,Ivanhoe Vol. Fire Dept.,Wythe Co.,2008,56,0,40,96,12,12
19703,Max Meadows Vol. Fire Dept.,Wythe Co.,2008,238,0,10,248,12,12
19704,Rural Retreat Vol. Fire Dept.,Wythe Co.,2008,131,0,2,133,12,12
19705,Speedwell Vol. Fire Dept.,Wythe Co.,2008,44,0,7,51,11,12
19706,Wytheville Fire Dept.,Wythe Co.,2008,192,0,3,195,12,12
,Wythe Co.,6,,752,0,78,830,,
19900,York Co. Fire Dept.,York Co.,2008,"8,246",2,670,"8,918",12,12
,York Co.,1,,"8,246",2,670,"8,918",,
51000,Alexandria Fire Dept.,Alexandria,2008,"17,229",0,43,"17,272",12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 31 of 37
