Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”,Name: “Table 1 of 1 on page 5 of 37”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
02103,Rocky Gap Vol. Fire Dept.,Bland Co.,2008,14,0,0,14,8,11
02105,Hollybrook-Mechanicsburg VFD,Bland Co.,2008,7,0,1,8,3,3
02106,Little Creek Vol. Fire Dept.,Bland Co.,2008,4,0,1,5,4,11
,Bland Co.,5,,56,0,9,65,,
02301,Blue Ridge Vol. Fire & Rescue Inc.,Botetourt Co.,2008,128,2,39,169,12,12
02302,Troutville Vol. Fire Dept.,Botetourt Co.,2008,283,0,129,412,12,12
02303,Buchanan Vol. Fire Dept.,Botetourt Co.,2008,115,0,11,126,7,7
02305,Eagle Rock Vol. Fire Dept.,Botetourt Co.,2008,55,0,49,104,12,12
02306,Glen Wilton Vol. and Rescue Inc.,Botetourt Co.,2008,73,0,46,119,12,12
,Botetourt Co.,5,,654,2,274,930,,
02501,Alberta Vol. Fire Dept.,Brunswick Co.,2008,420,1,69,490,12,12
02502,Brodnax Vol. Fire Dept.,Brunswick Co.,2008,6,0,1,7,4,4
02503,Dolphin VFD,Brunswick Co.,2008,61,0,61,122,12,12
02504,Ebony VFD,Brunswick Co.,2008,9,0,2,11,6,6
02505,Gasburg VFD,Brunswick Co.,2008,20,0,15,35,9,9
02506,Lawrenceville Vol. Fire Dept.,Brunswick Co.,2008,375,0,44,419,12,12
02507,Triplet Vol. Fire Dept.,Brunswick Co.,2008,21,0,15,36,12,12
,Brunswick Co.,7,,912,1,207,"1,120",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 5 of 37
