Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”,Name: “Table 1 of 1 on page 7 of 37”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
03112,Brookville-Timberlake Vol. Fire Dept.,Campbell Co.,2008,406,0,50,456,12,12
03113,Concord Vol. Fire Dept.,Campbell Co.,2008,237,0,20,257,12,12
03114,Gladys Vol. Fire Dept. Inc.,Campbell Co.,2008,79,0,16,95,11,11
03115,Lyn-Dan Heights Vol Fire Dept.,Campbell Co.,2008,259,0,21,280,12,12
03116,Rustburg Vol. Fire Dept.,Campbell Co.,2008,202,0,11,213,12,12
03117,Evington Vol. Fire Dept.,Campbell Co.,2008,184,0,38,222,12,12
,Campbell Co.,8,,"1,541",0,167,"1,708",,
03302,Ladysmith Volunteeer Fire Co.,Caroline Co.,2008,551,0,48,599,9,9
03305,Frog Level VFD,Caroline Co.,2008,181,1,99,281,12,12
,Caroline Co.,2,,732,1,147,880,,
03501,Cana Vol. Fire Dept.,Carroll Co.,2008,199,0,31,230,12,12
03502,Hillsville Vol. Fire Dept.,Carroll Co.,2008,370,6,10,386,12,12
03503,Laurel Fork Vol. Fire Dept.,Carroll Co.,2008,75,0,18,93,12,12
,Carroll Co.,3,,644,6,59,709,,
03601,Charles City Vol. Fire Dept.,Charles City Co.,2008,189,0,1,190,12,12
,Charles City Co.,1,,189,0,1,190,,
03701,Bacon District VFD,Charlotte Co.,2008,100,0,22,122,12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 7 of 37
