Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”,Name: “Table 1 of 1 on page 3 of 37”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
00902,Monelison VFD,Amherst Co.,2008,379,7,65,451,12,12
00903,Pedlar Vol. Fire Dept.,Amherst Co.,2008,61,0,27,88,12,12
,Amherst Co.,3,,602,7,138,747,,
01101,Appomattox Vol. Fire Dept.,Appomattox Co.,2008,296,9,16,321,12,12
,Appomattox Co.,1,,296,9,16,321,,
01300,Arlington Co. Fire Dept.,Arlington Co.,2008,"23,089",4,"2,522","25,615",12,12
,Arlington Co.,1,,"23,089",4,"2,522","25,615",,
01502,Deerfield Valley Val. Fire Dept.,Augusta Co.,2008,124,0,2,126,12,12
01503,Middlebrook VFD,Augusta Co.,2008,271,0,6,277,12,12
01504,Churchville Vol. Fire Dept.,Augusta Co.,2008,229,1,37,267,9,9
01505,Weyers Cave Vol. Fire Dept.,Augusta Co.,2008,503,0,105,608,12,12
01506,Verona VFD,Augusta Co.,2008,763,1,25,789,12,12
01507,Stuarts Draft Vol. Fire Co.,Augusta Co.,2008,673,0,84,757,12,12
01508,Craigsville Vol. Fire Dept.,Augusta Co.,2008,156,0,4,160,12,12
01509,Dooms Vol. Fire Dept.,Augusta Co.,2008,676,5,60,741,12,12
01510,Augusta Co. Fire Dept.,Augusta Co.,2008,"1,011",2,278,"1,291",12,12
01511,Preston L. Yancey Vol. Fire Dept.,Augusta Co.,2008,815,0,56,871,12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 3 of 37
