Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”,Name: “Table 1 of 1 on page 30 of 37”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
18702,Rivermont Vol. Fire Dept.,Warren Co.,2008,203,0,380,583,12,12
18703,South Warren Vol. Fire Dept.,Warren Co.,2008,211,1,59,271,12,12
18704,Shenandoah Shores Fire Dept.,Warren Co.,2008,57,0,70,127,12,12
18705,Fortsmouth Vol. Fire Dept.,Warren Co.,2008,149,0,126,275,12,12
18706,Linden Vol. Fire Dept.,Warren Co.,2008,274,0,242,516,12,12
18707,North Warren Co. Fire & Rescue Dept.,Warren Co.,2008,271,0,250,521,12,12
,Warren Co.,8,,"3,850",1,"1,861","5,712",,
19104,Glade Spring VFD,Washington Co.,2008,124,0,11,135,12,12
19105,Meadowview VFD,Washington Co.,2008,160,0,5,165,12,12
19110,Washington Co. VFD,Washington Co.,2008,209,0,8,217,12,12
19112,Brumley Gap VFD,Washington Co.,2008,56,0,5,61,9,9
19120,Abingdon Vol. Fire Dept.,Washington Co.,2008,409,0,13,422,12,12
,Washington Co.,5,,958,0,42,"1,000",,
19301,"Colonial Beach Vol. Fire Dept., Inc.",Westmoreland Co.,2008,494,0,41,535,12,12
19302,Cople District Vol. Fire Dept.,Westmoreland Co.,2008,344,0,16,360,12,12
19303,Oak Grove Vol. Fire Dept.,Westmoreland Co.,2008,240,0,90,330,11,11
19304,Westmoreland Vol. Fire Dept.,Westmoreland Co.,2008,187,3,34,224,11,11
,Westmoreland Co.,4,,"1,265",3,181,"1,449",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 30 of 37
