Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”,Name: “Table 1 of 1 on page 13 of 37”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
07160,Pembroke Vol. Fire Dept.,Giles Co.,2008,66,0,8,74,11,11
07170,Poplar Hill Vol. Fire Dept.,Giles Co.,2008,17,0,0,17,6,6
07180,Rich Creek Vol. Fire Dept.,Giles Co.,2008,30,0,10,40,11,12
,Giles Co.,7,,313,0,38,351,,
07301,Abingdon Vol. Fire & Rescue Inc.,Gloucester Co.,2008,"1,139",2,20,"1,161",12,12
07310,Gloucester Vol. Fire & Rescue,Gloucester Co.,2008,663,0,18,681,12,12
,Gloucester Co.,2,,"1,802",2,38,"1,842",,
07500,Goochland Co. Fire Rescue Dept.,Goochland Co.,2008,264,0,30,294,12,12
,Goochland Co.,1,,264,0,30,294,,
07701,Elk Creek VFD,Grayson Co.,2008,14,0,3,17,7,7
07702,Fries Vol. Fire Dept.,Grayson Co.,2008,15,0,0,15,3,3
07703,Independence Vol. Fire Dept.,Grayson Co.,2008,94,0,2,96,12,12
07706,Rugby Fire Dept.,Grayson Co.,2008,35,0,6,41,11,11
,Grayson Co.,4,,158,0,11,169,,
07901,Ruckersville Vol. Fire Co.,Greene Co.,2008,451,0,82,533,12,12
07903,Dyke Vol Fire Co. Inc.,Greene Co.,2008,42,0,95,137,12,12
,Greene Co.,2,,493,0,177,670,,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 13 of 37
