Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”,Name: “Table 1 of 1 on page 36 of 37”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
77000,Roanoke Fire-EMS,Roanoke City,2008,"23,617",12,206,"23,835",12,12
,Roanoke City,1,,"23,617",12,206,"23,835",,
77500,Salem Fire Dept.,Salem,2008,"2,018",1,43,"2,062",12,12
,Salem,1,,"2,018",1,43,"2,062",,
78000,South Boston Fire Dept.,Halifax Co.,2008,"1,571",0,10,"1,581",12,12
,Halifax Co.,1,,"1,571",0,10,"1,581",,
79000,Staunton Fire Dept.,Staunton,2008,"2,211",0,241,"2,452",12,12
,Staunton,1,,"2,211",0,241,"2,452",,
80000,Suffolk Fire & Rescue Dept.,Suffolk,2008,"11,095",3,64,"11,162",12,12
80001,Chuckatuck Vol. Fire Dept.,Suffolk,2008,86,0,13,99,12,12
80002,Driver Vol. Fire Dept.,Suffolk,2008,177,0,25,202,12,12
80003,Holland Vol. Fire Dept.,Suffolk,2008,4,0,126,130,12,12
80004,Whaleyville Vol. Fire Dept.,Suffolk,2008,14,0,70,84,12,12
,Suffolk,5,,"11,376",3,298,"11,677",,
81000,Virginia Beach Fire Dept.,Virginia Beach,2008,"27,821",55,30,"27,906",12,12
,Virginia Beach,1,,"27,821",55,30,"27,906",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 36 of 37
