Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”,Name: “Table 1 of 1 on page 33 of 37”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
58000,Covington Fire Dept.,Covington,2008,205,3,47,255,12,12
,Covington,1,,205,3,47,255,,
59000,Danville Fire Dept.,Danville,2008,"5,147",11,1,"5,159",12,12
,Danville,1,,"5,147",11,1,"5,159",,
59500,Emporia Vol. Fire Dept.,Emporia,2008,341,0,8,349,12,12
,Emporia,1,,341,0,8,349,,
60000,Fairfax City Fire Dept.,Fairfax,2008,"2,851",0,812,"3,663",12,12
,Fairfax,1,,"2,851",0,812,"3,663",,
62000,Franklin Fire & Rescue Dept.,Franklin,2008,479,2,45,526,10,10
62001,Hunterdale Vol. Fire Dept.,Franklin,2008,70,0,318,388,12,12
,Franklin,2,,549,2,363,914,,
63000,Fredericksburg Fire Dept.,Fredericksburg,2008,"2,803",1,207,"3,011",12,12
,Fredericksburg,1,,"2,803",1,207,"3,011",,
64000,Galax VFD,Galax,2008,288,0,39,327,12,12
,Galax,1,,288,0,39,327,,
65000,Hampton Division of Fire & Rescue,Hampton,2008,"22,723",15,70,"22,808",12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 33 of 37
