Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”,Name: “Table 1 of 1 on page 27 of 37”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
16901,Duffield Vol. Fire & Rescue,Scott Co.,2008,103,3,9,115,12,12
16903,Gate City Vol. Fire Dept.,Scott Co.,2008,106,0,35,141,12,12
16905,Nickelsville Vol. Fire Dept.,Scott Co.,2008,4,0,0,4,2,2
16906,"Weber City Vol. Fire Dept., Inc.",Scott Co.,2008,92,0,26,118,12,12
16907,Fort Blackmore Vol. Fire Dept.,Scott Co.,2008,51,0,9,60,10,11
,Scott Co.,5,,356,3,79,438,,
17109,Toms Brook Vol. Fire Dept. Inc.,Shenandoah Co.,2008,157,0,175,332,10,10
17112,Woodstock Vol. Fire Dept.,Shenandoah Co.,2008,420,3,82,505,12,12
17113,Conicville Vol. Fire Dept.,Shenandoah Co.,2008,180,0,18,198,11,11
17114,Fort Valley Vol. Fire Dept.,Shenandoah Co.,2008,60,0,34,94,11,11
17115,Edinburg Vol. Fire Dept.,Shenandoah Co.,2008,139,0,113,252,12,12
17123,"New Market Vol. Fire Company, Inc.",Shenandoah Co.,2008,64,0,28,92,3,3
17151,Strasburg Vol. Fire Dept.,Shenandoah Co.,2008,282,0,185,467,12,12
,Shenandoah Co.,7,,"1,302",3,635,"1,940",,
17301,Adwolfe Vol. Fire Dept.,Smyth Co.,2008,46,0,6,52,11,12
17302,Atkins VFD,Smyth Co.,2008,73,0,1,74,7,7
17303,Chilhowie Fire Dept.,Smyth Co.,2008,914,1,9,924,11,11
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 27 of 37
