Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”,Name: “Table 1 of 1 on page 35 of 37”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
70001,Newport News Fire Dept.,Newport News,2008,"12,060",64,48,"12,172",12,12
,Newport News,1,,"12,060",64,48,"12,172",,
71000,Norfolk Fire & Paramedical Serv.,Norfolk,2008,"21,360",1,5,"21,366",12,12
,Norfolk,1,,"21,360",1,5,"21,366",,
72000,Norton Fire Dept.,Norton,2008,101,0,0,101,12,12
,Norton,1,,101,0,0,101,,
73000,Petersburg Fire Rescue & Emergency Svc,Petersburg,2008,"4,050",33,112,"4,195",12,12
,Petersburg,1,,"4,050",33,112,"4,195",,
73500,Poquoson Fire/Rescue Dept.,Poquoson,2008,419,0,7,426,12,12
,Poquoson,1,,419,0,7,426,,
74000,Portsmouth Fire & Rescue,Portsmouth,2008,"16,655",3,39,"16,697",12,12
,Portsmouth,1,,"16,655",3,39,"16,697",,
75000,Radford Fire Dept.,Radford,2008,711,0,7,718,12,12
,Radford,1,,711,0,7,718,,
76000,Richmond Dept. Fire/Emerg. Svcs.,Richmond,2008,"26,768",34,24,"26,826",12,12
,Richmond,1,,"26,768",34,24,"26,826",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 35 of 37
