Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”,Name: “Table 1 of 1 on page 24 of 37”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
14702,Hampden-Sydney Vol. Fire Dept.,Prince Edward Co.,2008,79,0,36,115,12,12
14703,Darlington Heights Vol. Fire Dept.,Prince Edward Co.,2008,33,0,13,46,12,12
14704,Prospect Vol. Fire Dept. Inc.,Prince Edward Co.,2008,69,0,17,86,12,12
,Prince Edward Co.,4,,441,0,106,547,,
14900,Prince George Co. Fire & EMS,Prince George Co.,2008,"1,235",4,63,"1,302",12,12
,Prince George Co.,1,,"1,235",4,63,"1,302",,
15301,Prince Wm. Co. Dept. of Fire/Rescue,Prince William Co.,2008,"17,813",0,2,"17,815",12,12
,Prince William Co.,1,,"17,813",0,2,"17,815",,
15501,Draper VFD,Pulaski Co.,2008,92,0,5,97,12,12
15502,Dublin Vol. Fire Dept.,Pulaski Co.,2008,255,0,6,261,12,12
15505,Newbern VFD,Pulaski Co.,2008,106,0,14,120,12,12
15506,Pulaski Fire Dept.,Pulaski Co.,2008,330,0,3,333,12,12
15507,Snowville Fire Dept.,Pulaski Co.,2008,80,0,8,88,12,12
15508,Twin Community VFD,Pulaski Co.,2008,67,0,0,67,12,12
,Pulaski Co.,6,,930,0,36,966,,
15701,Washington Vol. Fire Dept.,Rappahannock Co.,2008,220,0,445,665,12,12
15702,Sperryville Vol. Fire Dept.,Rappahannock Co.,2008,87,0,43,130,12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 24 of 37
