Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”,Name: “Table 1 of 1 on page 20 of 37”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
12501,Lovingston Vol. Fire Dept.,Nelson Co.,2008,193,0,32,225,12,12
12502,Piney River Vol. Fire Dept.,Nelson Co.,2008,118,2,19,139,12,12
12503,Faber Vol. Fire Dept.,Nelson Co.,2008,42,0,32,74,9,9
12504,Gladstone Vol. Fire Dept.,Nelson Co.,2008,59,0,12,71,12,12
12505,Rockfish Valley Vol Fire Dept.,Nelson Co.,2008,86,0,47,133,12,12
12506,Wintergreen Vol. Fire Dept.,Nelson Co.,2008,112,0,36,148,9,9
12507,Montebello Vol. Fire Dept.,Nelson Co.,2008,78,0,2,80,12,12
,Nelson Co.,7,,688,2,180,870,,
12700,New Kent Co. Fire & Rescue,New Kent,2008,964,0,23,987,12,12
12702,Quinton Vol. Fire & EMS,New Kent Co.,2008,7,0,0,7,3,3
12703,Weir Creek Emergency Serv.,New Kent Co.,2008,3,0,0,3,2,2
,New Kent,3,,974,0,23,997,,
13113,"Community Fire Company, Inc.",Northampton Co.,2008,"1,058",0,26,"1,084",12,12
13115,Cape Charles Vol. Fire Dept.,Northampton Co.,2008,43,0,36,79,12,12
13116,"Northampton Fire & Res., Inc.",Northampton Co.,2008,90,1,49,140,12,12
13117,"Eastville Vol. Fire Co., Inc.",Northampton Co.,2008,72,0,80,152,12,12
,Northampton Co.,4,,"1,263",1,191,"1,455",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 20 of 37
