Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”,Name: “Table 1 of 1 on page 18 of 37”
Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
10710,"Lucketts Vol. Fire Co., Inc.",Loudoun Co.,2008,164,0,140,304,12,12
10711,Sterling VFD,Loudoun Co.,2008,"3,207",8,65,"3,280",12,12
10716,Neersville Vol. Fire/Rescue,Loudoun Co.,2008,108,0,86,194,12,12
,Loudoun Co.,12,,"13,147",9,"1,313","14,469",,
10903,Locust Creek VFD,Louisa Co.,2008,214,0,11,225,12,12
10904,Louisa Vol. Fire Dept.,Louisa Co.,2008,240,0,246,486,12,12
10905,Mineral Vol. Fire Dept.,Louisa Co.,2008,257,0,114,371,12,12
10907,Zion Crossroads VFD,Louisa Co.,2008,113,0,109,222,12,12
,Louisa Co.,4,,824,0,480,"1,304",,
11101,Kenbridge Vol. Fire Dept.,Lunenburg Co.,2008,113,2,11,126,11,11
11102,Meherrin Vol. Fire & Rescue Team - Engin,Lunenburg Co.,2008,40,0,0,40,2,2
11103,Victoria Fire & Rescue Inc.,Lunenburg Co.,2008,770,0,20,790,12,12
,Lunenburg Co.,3,,923,2,31,956,,
11301,Madison Co. Vol. Fire Dept.,Madison Co.,2008,369,0,1,370,12,12
,Madison Co.,1,,369,0,1,370,,
11501,"Mathews Vol. Fire Dept., Inc.",Mathews Co.,2008,243,1,2,246,12,12
,Mathews Co.,1,,243,1,2,246,,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 18 of 37
