Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”,Name: “Table 1 of 1 on page 15 of 37”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
08508,Montpelier VFD,Hanover Co.,2008,555,0,61,616,12,12
08509,Rockville VFD,Hanover Co.,2008,238,0,46,284,11,11
08510,Chickahominy VFD,Hanover Co.,2008,748,0,210,958,11,11
08511,Farrington VFD,Hanover Co.,2008,374,0,64,438,12,12
08512,Black Creek VFD,Hanover Co.,2008,262,0,198,460,12,12
,Hanover Co.,12,,"8,270",0,"1,699","9,969",,
08700,Henrico Co. Division of Fire,Henrico Co.,2008,"37,498",31,187,"37,716",12,12
,Henrico Co.,1,,"37,498",31,187,"37,716",,
08900,Henry County Public Safety,Henry Co.,2008,1,0,40,41,11,11
08901,Axton Vol. Fire Dept.,Henry Co.,2008,108,0,27,135,12,12
08902,Bassett Vol. Fire Dept.,Henry Co.,2008,216,0,23,239,12,12
08903,Collinsville Vol. Fire Dept.,Henry Co.,2008,299,0,34,333,12,12
08904,Dyer's Store Vol. Fire Dept.,Henry Co.,2008,45,0,7,52,12,12
08905,Fieldale Vol. Fire Dept.,Henry Co.,2008,75,0,13,88,11,11
08906,Horsepasture Dist. Vol. Dept.,Henry Co.,2008,102,0,20,122,12,12
08908,Ridgeway District Vol. Fire Dept.,Henry Co.,2008,345,0,26,371,12,12
,Henry Co.,8,,"1,191",0,190,"1,381",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 15 of 37
