Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”,Name: “Table 1 of 1 on page 29 of 37”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
18103,Surry Vol. Fire Dept.,Surry Co.,2008,155,0,6,161,12,12
,Surry Co.,3,,283,0,27,310,,
18302,Stony Creek Vol. Fire Dept.,Sussex Co.,2008,109,0,14,123,12,12
18303,Wakefield Vol. Fire Dept.,Sussex Co.,2008,66,0,37,103,12,12
18304,Waverly Vol. Fire Dept.,Sussex Co.,2008,107,0,12,119,12,12
18305,Sussex Courthouse VFD,Sussex Co.,2008,46,0,11,57,12,12
,Sussex Co.,4,,328,0,74,402,,
18501,Abbs Valley-Bossievain Vol. Fire Dept.,Tazewell Co.,2008,37,0,14,51,10,10
18502,Bluefield Virginia Fire Dept.,Tazewell Co.,2008,353,0,8,361,12,12
18505,Richlands Vol. Fire Dept.,Tazewell Co.,2008,468,0,6,474,12,12
18506,Tazewell Co. Vol. Fire Dept.,Tazewell Co.,2008,"1,953",0,62,"2,015",12,12
18507,Tazewell Town Fire Dept.,Tazewell Co.,2008,45,0,1,46,5,5
18511,Tannersville Vol Fire Dept.,Tazewell Co.,2008,22,0,0,22,10,11
18512,Clearfolk Vol. Fire Dept.,Tazewell Co.,2008,21,0,4,25,10,12
,Tazewell Co.,7,,"2,899",0,95,"2,994",,
18700,Warren Co. Fire & Rescue,Warren Co.,2008,561,0,149,710,12,12
18701,"Front Royal Vol. Fire and Rescue Dept., In",Warren Co.,2008,"2,124",0,585,"2,709",12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 29 of 37
