,,,Created by: Dwight Crews (VA)
Incident By Time Series:,Month of the Year,Month of the Year,
Report Parameters:,,,
Report Period: From 01/01/2011 to 12/31/2011,,,
Time Series: Month of the Year,,,
State: VA,Version: All,Status: All,Released: All
Report FDIDs*: All,,,
,,*Data from deactivated fire depts within the list was not included in the report.,*Data from deactivated fire depts within the list was not included in the report.
Page 1 of 7,,NFIRS 5.0 National Reporting System,Thu Mar 08 10:28:01 EST 2012
Incident By Time Series:,Month of the Year,
Report Period: From 01/01/2011 to 12/31/2011,,
"Incident Total: 684,286",,
,Total Incidents *,
* - No Activity Incidents Excluded.,,
Page 2 of 7,NFIRS 5.0 National Reporting System,Thu Mar 08 11:08:41 EST 2012
Incident By Time Series:,Month of the Year,
Report Period: From 01/01/2011 to 12/31/2011,,
"Incident Total: 25,929",,
,Fire Incidents,
Page 3 of 7,NFIRS 5.0 National Reporting System,Thu Mar 08 11:08:41 EST 2012
Incident By Time Series:,Month of the Year,
Report Period: From 01/01/2011 to 12/31/2011,,
"Incident Total: 452,000",,
,EMS Incidents,
Page 4 of 7,NFIRS 5.0 National Reporting System,Thu Mar 08 11:08:41 EST 2012
Incident By Time Series:,Month of the Year,
Report Period: From 01/01/2011 to 12/31/2011,,
"Incident Total: 53,753",,
,False Call Incidents,
Page 5 of 7,NFIRS 5.0 National Reporting System,Thu Mar 08 11:08:41 EST 2012
Incident By Time Series:,Month of the Year,
Report Period: From 01/01/2011 to 12/31/2011,,
"Incident Total: 152,604",,
,All Other Incidents,
Page 6 of 7,NFIRS 5.0 National Reporting System,Thu Mar 08 11:08:41 EST 2012
Incident By Time Series:,Month of the Year,
Page 7 of 7,NFIRS 5.0 National Reporting System,Thu Mar 08 11:08:41 EST 2012
