Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”,Name: “Table 1 of 1 on page 14 of 37”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
08301,Clover Vol Fire Dept.,Halifax Co.,2008,124,0,8,132,12,12
08302,Cluster Springs Vol. Fire Dept.,Halifax Co.,2008,152,0,7,159,12,12
08303,Halifax Vol Fire Dept.,Halifax Co.,2008,311,0,41,352,12,12
08304,Liberty VFD,Halifax Co.,2008,9,0,1,10,4,4
08305,Midway Vol. Fire Dept.,Halifax Co.,2008,1,0,0,1,1,1
08306,North Halifax Fire Dept.,Halifax Co.,2008,346,0,33,379,11,11
08308,Scottsburg Vol. Fire Dept.,Halifax Co.,2008,10,0,2,12,5,5
08309,Triangle Vol. Fire Dept.,Halifax Co.,2008,92,0,8,100,12,12
08310,Turbeville Vol. Fire Dept.,Halifax Co.,2008,180,0,11,191,12,12
08311,Virgilina Vol. Fire Dept.,Halifax Co.,2008,189,0,12,201,12,12
,Halifax Co.,10,,"1,414",0,123,"1,537",,
08501,Ashland VFD,Hanover Co.,2008,"1,513",0,152,"1,665",12,12
08502,Beaverdam VFD,Hanover Co.,2008,222,0,43,265,12,12
08503,Eastern Hanover VFD,Hanover Co.,2008,642,0,223,865,12,12
08504,Doswell VFD,Hanover Co.,2008,434,0,113,547,12,12
08505,Hanover Court House Vol. Fire Dept.,Hanover Co.,2008,220,0,186,406,12,12
08506,Henry VFD,Hanover Co.,2008,"1,119",0,197,"1,316",12,12
08507,Mechanicsville VFD,Hanover Co.,2008,"1,943",0,206,"2,149",12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 14 of 37
