Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”,Name: “Table 1 of 1 on page 9 of 37”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
04702,Culpeper Co. VFD,Culpeper Co.,2008,759,2,71,832,12,12
04703,Richardsville VFD,Culpeper Co.,2008,68,0,19,87,12,12
04704,Salem Vol. Fire/Rescue,Culpeper Co.,2008,64,0,58,122,6,6
04706,Little Fork VFD & Rescue Co.,Culpeper Co.,2008,181,0,40,221,12,12
04707,Reva Vol. Fire & Rescue Dept.,Culpeper Co.,2008,158,0,62,220,11,11
,Culpeper Co.,6,,"1,306",2,296,"1,604",,
04901,Cartersville VFD,Cumberland Co.,2008,40,0,9,49,12,12
04902,Cumberland VFD,Cumberland Co.,2008,50,0,4,54,11,11
04903,Randolph District Vol. Fire Dept.,Cumberland Co.,2008,4,0,0,4,2,2
,Cumberland Co.,3,,94,0,13,107,,
05101,Clintwood Vol. Fire Dept.,Dickenson Co.,2008,205,0,13,218,12,12
05102,Haysi Vol Fire Dept.,Dickenson Co.,2008,96,0,8,104,7,7
05103,Clincho VFD,Dickenson Co.,2008,42,0,39,81,11,11
,Dickenson Co.,3,,343,0,60,403,,
05300,Dinwiddie Co. Fire & EMS,Dinwiddie Co.,2008,21,0,23,44,12,12
05301,Dinwiddie Vol. Fire & EMS Company 1,Dinwiddie Co.,2008,671,0,166,837,12,12
05302,Ford Vol. Fire Dept.,Dinwiddie Co.,2008,392,0,40,432,12,12
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 9 of 37
