Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”,Name: “Table 1 of 1 on page 4 of 37”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
01514,Swoope Vol. Fire Dept.,Augusta Co.,2008,292,0,67,359,12,12
01518,New Hope Vol. Fire Dept.,Augusta Co.,2008,192,0,37,229,12,12
01519,Wilson Vol. Fire Dept.,Augusta Co.,2008,194,0,98,292,12,12
01521,Mt. Solon Vol. Fire & Rescue,Augusta Co.,2008,250,0,12,262,12,12
,Augusta Co.,14,,"6,149",9,871,"7,029",,
01901,"Boonsboro Vol. Fire & Rescue Co., Inc.",Bedford Co.,2008,86,0,31,117,12,12
01902,Forest Vol. Fire Dept.,Bedford Co.,2008,447,0,113,560,12,12
01903,Hardy Vol. Fire Dept.,Bedford Co.,2008,46,0,22,68,12,12
01904,Huddleston Vol. Fire Dept. Inc.,Bedford Co.,2008,97,0,19,116,12,12
01905,Moneta Vol. Fire Dept.,Bedford Co.,2008,262,0,60,322,12,12
01907,Montvale VFD,Bedford Co.,2008,117,0,27,144,12,12
01908,Stewartsville-Chamblissburg VFD,Bedford Co.,2008,257,0,39,296,12,12
01910,Big Island Vol. Fire Dept.,Bedford Co.,2008,140,1,21,162,12,12
01911,"Saunders Vol. Fire Co., Inc.",Bedford Co.,2008,54,0,43,97,11,11
01912,Shady Grove Fire & Rescue Dept.,Bedford Co.,2008,178,0,11,189,12,12
,Bedford Co.,10,,"1,684",1,386,"2,071",,
02101,Bland Co. VFD,Bland Co.,2008,26,0,6,32,11,11
02102,Ceres Vol. Fire Dept.,Bland Co.,2008,5,0,1,6,4,9
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 4 of 37
