Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”,Name: “Table 1 of 1 on page 32 of 37”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
,Alexandria,1,,"17,229",0,43,"17,272",,
51500,Bedford Vol. Fire Co.,Bedford,2008,706,3,177,886,12,12
,Bedford,1,,706,3,177,886,,
52000,Bristol Fire Dept.,Bristol,2008,"2,077",0,133,"2,210",12,12
,Bristol,1,,"2,077",0,133,"2,210",,
53000,Buena Vista Fire Dept.,Buena Vista,2008,184,0,186,370,12,12
,Buena Vista,1,,184,0,186,370,,
54000,Charlottesville Fire Dept.,Charlottesville,2008,"4,369",1,15,"4,385",12,12
,Charlottesville,1,,"4,369",1,15,"4,385",,
55000,Chesapeake Fire Department,Chesapeake,2008,"25,008",33,91,"25,132",12,12
,Chesapeake,1,,"25,008",33,91,"25,132",,
56000,Clifton Forge Fire Dept.,Alleghany Co.,2008,91,0,38,129,12,12
,Alleghany Co.,1,,91,0,38,129,,
57000,Colonial Heights Fire & EMS,Colonial Heights,2008,"4,598",6,291,"4,895",12,12
,Colonial Heights,1,,"4,598",6,291,"4,895",,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 32 of 37
