Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”,Name: “Table 1 of 1 on page 21 of 37”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,
Year,2008,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
13302,Callao Vol. Fire Dept.,Northumberland Co.,2008,123,0,35,158,12,12
13303,Fairfield Vol. Fire Dept.,Northumberland Co.,2008,124,0,10,134,12,12
,Northumberland Co.,2,,247,0,45,292,,
13502,Burkeville Vol. Fire Dept.,Nottoway Co.,2008,326,0,68,394,12,12
13504,Blackstone Vol. Fire Dept.,Nottoway Co.,2008,182,2,15,199,11,11
,Nottoway Co.,2,,508,2,83,593,,
13700,County of Orange Fire & EMS,Orange Co,2008,"2,728",0,21,"2,749",12,12
13702,Gordonsville Vol. Fire Dept.,Orange Co.,2008,65,0,118,183,6,6
13703,Lake of the Woods VFD,Orange Co.,2008,376,0,58,434,12,12
13705,Orange Vol. Fire Dept.,Orange Co.,2008,614,0,169,783,12,12
,Orange Co,4,,"3,783",0,366,"4,149",,
13901,Luray Vol. Fire Dept.,Page Co.,2008,117,0,9,126,7,7
13902,"Shenandoah Vol. Fire Co., Inc.",Page Co.,2008,218,0,66,284,12,12
13903,Stanley Vol. Fire Dept.,Page Co.,2008,477,0,36,513,12,12
,Page Co.,3,,812,0,111,923,,
14101,Ararat Vol Fire Dept.,Patrick Co.,2008,156,0,18,174,12,12
14102,CCDF Vol. Fire Dept.,Patrick Co.,2008,22,0,2,24,3,3
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,-- as of 04/07/2009: Preliminary Data,-- as of 04/07/2009: Preliminary Data,,,,,,Page 21 of 37
