fips,ctystate,st_abbr,year,landsqmi,airport,bus,care,communication,dams,electric,emergency,fire,hazmat,hwybridge,oil,police,port,potable,railfacil,railbridge,school,wastewater
13031,"Bulloch, GA",GA,2011,672.8,1,NULL,2,4,53,1,1,4,13,81,NULL,9,NULL,NULL,NULL,NULL,21,1
13039,"Camden, GA",GA,2011,613,1,NULL,1,5,NULL,1,1,4,21,69,NULL,5,NULL,NULL,NULL,NULL,15,3
13049,"Charlton, GA",GA,2011,773.6,NULL,NULL,1,1,5,NULL,NULL,1,NULL,60,NULL,2,NULL,NULL,NULL,NULL,6,1
13051,"Chatham, GA",GA,2011,426.4,1,3,5,23,4,5,NULL,20,124,186,4,15,54,NULL,8,6,87,6
13069,"Coffee, GA",GA,2011,575.1,1,1,1,5,36,NULL,NULL,2,23,68,NULL,4,NULL,NULL,1,NULL,14,2
13087,"Decatur, GA",GA,2011,597.1,1,NULL,1,2,12,1,NULL,4,22,54,1,4,5,NULL,NULL,1,10,3
13103,"Effingham, GA",GA,2011,477.7,NULL,NULL,1,1,17,1,NULL,4,13,27,NULL,3,NULL,NULL,NULL,1,14,2
13127,"Glynn, GA",GA,2011,419.8,3,NULL,2,9,NULL,4,NULL,3,32,78,NULL,8,26,NULL,1,NULL,30,3
13131,"Grady, GA",GA,2011,454.5,1,NULL,1,4,20,NULL,NULL,3,4,68,NULL,4,NULL,NULL,NULL,1,8,NULL
13155,"Irwin, GA",GA,2011,354.3,NULL,NULL,1,2,72,NULL,NULL,7,NULL,42,NULL,2,NULL,NULL,1,NULL,5,NULL
13161,"Jeff Davis, GA",GA,2011,330.7,1,NULL,1,2,16,NULL,NULL,2,7,23,NULL,2,NULL,NULL,NULL,NULL,5,2
13165,"Jenkins, GA",GA,2011,347.3,1,NULL,1,1,15,NULL,NULL,1,2,25,NULL,2,NULL,NULL,NULL,NULL,4,1
13179,"Liberty, GA",GA,2011,489.8,1,NULL,2,2,10,1,NULL,8,15,99,NULL,6,NULL,NULL,NULL,NULL,22,2
13183,"Long, GA",GA,2011,400.3,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,30,NULL,2,NULL,NULL,NULL,NULL,4,1
13191,"McIntosh, GA",GA,2011,424.3,NULL,NULL,NULL,1,NULL,NULL,NULL,1,4,39,NULL,2,NULL,NULL,NULL,NULL,6,1
13209,"Montgomery, GA",GA,2011,239.5,NULL,NULL,NULL,2,3,NULL,NULL,5,NULL,17,NULL,2,NULL,NULL,NULL,NULL,3,2
13229,"Pierce, GA",GA,2011,316.5,NULL,NULL,NULL,2,NULL,NULL,NULL,1,4,37,NULL,3,NULL,NULL,NULL,1,5,2
13251,"Screven, GA",GA,2011,645.1,1,1,1,2,38,NULL,1,4,4,38,NULL,4,NULL,NULL,NULL,1,7,3
13267,"Tattnall, GA",GA,2011,479.4,1,NULL,NULL,4,34,1,1,4,3,34,NULL,5,NULL,NULL,NULL,NULL,9,3
13275,"Thomas, GA",GA,2011,544.6,1,NULL,2,6,38,NULL,NULL,2,14,128,NULL,6,NULL,NULL,1,3,23,3
13279,"Toombs, GA",GA,2011,364,1,NULL,1,5,26,1,NULL,NULL,5,47,NULL,4,NULL,NULL,1,2,15,4
13299,"Ware, GA",GA,2011,892.5,1,1,1,3,8,1,1,3,11,60,NULL,3,NULL,NULL,NULL,4,15,NULL
13305,"Wayne, GA",GA,2011,641.8,1,NULL,1,3,10,1,NULL,6,21,62,NULL,1,NULL,NULL,1,2,10,2
15001,"Hawaii, HI",HI,2011,4028.4,4,NULL,5,27,12,7,1,1,12,245,NULL,3,6,NULL,3,NULL,54,1
15003,"Honolulu, HI",HI,2011,600.7,4,4,14,50,14,10,4,3,81,591,3,17,47,1,11,NULL,180,5
15005,"Kalawao, HI",HI,2011,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15007,"Kauai, HI",HI,2011,620,1,NULL,2,12,52,2,1,NULL,2,51,NULL,4,4,NULL,2,NULL,19,2
15009,"Maui, HI",HI,2011,1161.5,5,NULL,4,21,46,7,NULL,NULL,7,158,1,5,7,NULL,3,NULL,32,1
17031,"Cook, IL",IL,2011,945.3,4,34,74,81,27,37,42,144,1687,1443,9,175,172,9,97,350,2063,24
17097,"Lake, IL",IL,2011,443.7,2,NULL,8,6,18,3,7,30,157,218,NULL,32,3,2,NULL,27,271,23
18039,"Elkhart, IN",IN,2011,463.2,4,1,3,6,4,NULL,3,14,229,208,NULL,9,NULL,1,4,2,95,9
18085,"Kosciusko, IN",IN,2011,531.4,2,NULL,1,6,6,NULL,NULL,12,85,127,NULL,9,NULL,1,NULL,NULL,34,9
18087,"LaGrange, IN",IN,2011,379.6,NULL,NULL,1,4,5,NULL,NULL,3,23,91,NULL,3,NULL,1,NULL,1,55,7
18089,"Lake, IN",IN,2011,499,4,4,6,7,5,4,4,24,343,438,3,30,27,1,12,12,192,13
18091,"LaPorte, IN",IN,2011,598.3,3,1,2,4,4,1,2,19,109,190,NULL,8,NULL,1,2,4,48,6
18113,"Noble, IN",IN,2011,410.8,2,NULL,1,3,4,NULL,1,9,70,70,NULL,7,NULL,2,1,1,24,8
18127,"Porter, IN",IN,2011,418.2,1,NULL,1,6,8,2,1,19,124,251,NULL,10,8,3,NULL,3,65,9
18141,"St. Joseph, IN",IN,2011,457.9,1,NULL,4,21,4,NULL,1,16,98,159,NULL,14,NULL,1,2,7,117,5
18151,"Steuben, IN",IN,2011,308.9,1,NULL,1,2,8,NULL,1,8,18,123,NULL,5,NULL,1,NULL,NULL,13,4
22001,"Acadia, LA",LA,2011,655.1,2,NULL,2,10,2,1,2,8,23,317,6,15,NULL,NULL,NULL,NULL,34,5
22003,"Allen, LA",LA,2011,761.8,1,NULL,2,NULL,9,NULL,NULL,8,3,167,NULL,8,NULL,NULL,NULL,NULL,13,4
22005,"Ascension, LA",LA,2011,290,1,NULL,3,1,5,NULL,NULL,7,262,192,4,7,28,NULL,NULL,3,28,13
22007,"Assumption, LA",LA,2011,338.7,NULL,NULL,NULL,NULL,2,NULL,NULL,3,13,45,1,2,NULL,NULL,NULL,NULL,11,4
22009,"Avoyelles, LA",LA,2011,832.4,2,NULL,2,3,2,NULL,1,8,6,157,NULL,12,NULL,NULL,NULL,NULL,19,7
22011,"Beauregard, LA",LA,2011,1157.3,1,NULL,1,5,20,NULL,NULL,4,31,283,NULL,7,NULL,NULL,NULL,NULL,16,5
22019,"Calcasieu, LA",LA,2011,1063.7,4,NULL,9,12,3,5,NULL,12,297,413,7,28,86,NULL,2,1,74,11
22023,"Cameron, LA",LA,2011,1284.9,NULL,NULL,1,1,NULL,NULL,1,3,1,57,4,7,76,NULL,NULL,NULL,6,4
22033,"East Baton Rouge, LA",LA,2011,455.4,1,3,14,13,5,4,3,10,317,503,3,20,29,NULL,3,6,167,10
22037,"East Feliciana, LA",LA,2011,453.4,NULL,NULL,2,3,20,NULL,NULL,6,NULL,159,NULL,5,NULL,NULL,NULL,NULL,13,2
22039,"Evangeline, LA",LA,2011,662.4,NULL,NULL,2,3,16,1,1,6,6,199,NULL,12,NULL,NULL,NULL,NULL,13,2
22045,"Iberia, LA",LA,2011,574.1,2,NULL,2,2,1,NULL,NULL,3,7,138,1,10,NULL,NULL,1,NULL,38,4
22047,"Iberville, LA",LA,2011,618.6,NULL,NULL,1,4,NULL,4,1,7,247,85,1,5,22,NULL,NULL,NULL,14,7
22051,"Jefferson, LA",LA,2011,295.6,1,1,9,7,5,2,NULL,19,147,309,4,22,139,2,12,1,145,12
22053,"Jefferson Davis, LA",LA,2011,651.3,2,1,2,6,NULL,NULL,1,4,NULL,243,3,8,NULL,NULL,NULL,NULL,15,4
