Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Table 4.13-10,Table 4.13-10,,,,,,,,,,
,,,,ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),ESTIMATED COMPENSATION REQUIREMENTS (DESIGN CORRIDOR),,,
,,,,,,,,CBA 1 (230 ft),CBA 1 (230 ft),,,CBA 2 (140 Ft),CBA 2 (140 Ft),CBA 2 (140 Ft),,,CBA 3 (230 ft),CBA 3 (230 ft),CBA 3 (230 ft),
,,,,,,,,,Mitigation,Mitigation,,,,Mitigation,,,,Mitigation,Mitigation,Mitigation
Wetland Habitat Type,Wetland Habitat Type,Wetland Habitat Type,Wetland Habitat Type,Wetland Habitat Type,,,,,,,,,,,,,,,,
,,,,,,,,Effects,,,Effects,Effects,Effects,,,Effects,Effects,,,
,,,,,,,,,Required,Required,,,,Required,,,,Required,Required,Required
,,,,,,,,(acres),,,(acres),(acres),(acres),,,(acres),(acres),,,
,,,,,,,,,(acres),(acres),,,,(acres),,,,(acres),(acres),
Palustrine Forested Seasonally Inundated,Palustrine Forested Seasonally Inundated,Palustrine Forested Seasonally Inundated,Palustrine Forested Seasonally Inundated,Palustrine Forested Seasonally Inundated,Palustrine Forested Seasonally Inundated,Palustrine Forested Seasonally Inundated,,60.02,,120.04,,46.15,46.15,92.30,,,38.75,,77.50,77.50
Palustrine Forested Seasonally Saturated,Palustrine Forested Seasonally Saturated,Palustrine Forested Seasonally Saturated,Palustrine Forested Seasonally Saturated,Palustrine Forested Seasonally Saturated,Palustrine Forested Seasonally Saturated,Palustrine Forested Seasonally Saturated,,51.45,,102.90,,33.55,33.55,67.10,,,59.95,,119.90,119.90
Palustrine Scrub/Shrub,Palustrine Scrub/Shrub,Palustrine Scrub/Shrub,Palustrine Scrub/Shrub,Palustrine Scrub/Shrub,,,,8.47,,12.71,,12.84,12.84,19.26,,,13.57,,20.36,20.36
Palustrine Emergent,Palustrine Emergent,Palustrine Emergent,Palustrine Emergent,,,,,10.75,,10.75,,6.86,6.86,6.86,,,7.48,,7.48,7.48
