Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”,Name: “Table 1 of 1 on page 7 of 18”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
Frederick Co.,Female,Both,,,,,,,5,5
,,Paid,,,,,,,4,4
,,Volunteer,,1,,,,,35,36
,Female Total,,,1,,,,,44,45
,Male,Both,,2,,,1,,41,44
,,Paid,,,,,1,,31,32
,,Volunteer,,4,2,1,4,1,190,202
,Male Total,,,6,2,1,6,1,262,278
Frederick Co. Total,,,,7,2,1,6,1,306,323
Fredericksburg,Female,Paid,,,,,,,8,8
,,Volunteer,,,,,,,2,2
,Female Total,,,,,,,,10,10
,Male,Both,,,,,,,20,20
,,Paid,,2,,,2,,70,74
,,Volunteer,,2,2,,,,20,24
,Male Total,,,4,2,,2,,110,118
Fredericksburg Total,,,,4,2,,2,,120,128
Galax,Female,Volunteer,,,,,,,2,2
,Female Total,,,,,,,,2,2
,Male,Both,,1,1,,,,1,3
,,Paid,,,,,,,6,6
,,Volunteer,,,,,1,,43,44
,Male Total,,,1,1,,1,,50,53
Galax Total,,,,1,1,,1,,52,55
Giles Co.,Female,Paid,,3,,,,,3,6
,,Volunteer,,,,,,,14,14
,Female Total,,,3,,,,,17,20
,Male,Both,,,,,,,7,7
,,Paid,,2,,,1,,16,19
,,Volunteer,,6,1,,2,,171,180
,Male Total,,,8,1,,3,,194,206
Giles Co. Total,,,,11,1,,3,,211,226
Gloucester Co.,Female,Both,,,,,,,1,1
,,Volunteer,,,,,,,5,5
,Female Total,,,,,,,,6,6
,Male,Both,,1,,,,,6,7
,,Volunteer,,2,3,2,2,2,140,151
,Male Total,,,3,3,2,2,2,146,158
Gloucester Co. Total,,,,3,3,2,2,2,152,164
Goochland Co.,Female,Volunteer,,1,,,,,34,35
,Female Total,,,1,,,,,34,35
,Male,Both,,,,,,,6,6
,,Paid,,,,,,,2,2
,,Volunteer,,10,2,,9,,171,192
,Male Total,,,10,2,,9,,179,200
Goochland Co. Total,,,,11,2,,9,,213,235
Grayson Co.,Female,Volunteer,,,,,,,13,13
,Female Total,,,,,,,,13,13
,Male,Both,,,,,,,2,2
,,Paid,,,,,,,4,4
,,Volunteer,,3,,,,,163,166
,Male Total,,,3,,,,,169,172
Grayson Co. Total,,,,3,,,,,182,185
Greene Co.,Female,Volunteer,,,,,,,8,8
,Female Total,,,,,,,,8,8
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,1,,,,,51,52
,Male Total,,,1,,,,,53,54
Source: VDFP - FSTRS,,,Page 7 of 18,Page 7 of 18,,,,,as of March 2006,as of March 2006
