Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,,Volunteer,,,,,,,2,2
,Male Total,,,6,,,1,,39,46
Hopewell Total,,,,6,,,1,,39,46
Isle of Wight Co.,Female,Volunteer,,,,,1,,18,19
,Female Total,,,,,,1,,18,19
,Male,Both,,,,,1,,7,8
,,Paid,,1,,,,,3,4
,,Volunteer,,17,3,,2,,168,190
,Male Total,,,18,3,,3,,178,202
Isle of Wight Co. Total,,,,18,3,,4,,196,221
James City Co.,Female,Both,,,,,1,,,1
,,Paid,,1,,,1,,9,11
,,Volunteer,,,,1,,,9,10
,Female Total,,,1,,1,2,,18,22
,Male,Both,,,,,3,,15,18
,,Paid,,6,,1,4,,64,75
,,Volunteer,,2,,,,,42,44
,Male Total,,,8,,1,7,,121,137
James City Co. Total,,,,9,,2,9,,139,159
King & Queen Co.,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Volunteer,,,,,,,15,15
,Male Total,,,,,,,,15,15
King & Queen Co. Total,,,,,,,,,16,16
King George Co.,Female,Paid,,,,,,,4,4
,,Volunteer,,2,,,,,20,22
,Female Total,,,2,,,,,24,26
,Male,Both,,,,,,,16,16
,,Paid,,1,,,,,33,34
,,Volunteer,,1,2,,2,,108,113
,Male Total,,,2,2,,2,,157,163
King George Co. Total,,,,4,2,,2,,181,189
King William Co.,Female,Volunteer,,1,,,1,,16,18
,Female Total,,,1,,,1,,16,18
,Male,Both,,,,,,,2,2
,,Volunteer,,3,,1,4,,58,66
,Male Total,,,3,,1,4,,60,68
King William Co. Total,,,,4,,1,5,,76,86
Lancaster Co.,Female,Volunteer,,,,,,,7,7
,Female Total,,,,,,,,7,7
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,7,7
,,Volunteer,,,,,,1,89,90
,Male Total,,,,,,,1,97,98
Lancaster Co. Total,,,,,,,,1,104,105
Lee Co.,Female,Volunteer,,,,,,,12,12
,Female Total,,,,,,,,12,12
,Male,Volunteer,1,3,,,,,127,131
,Male Total,,1,3,,,,,127,131
Lee Co. Total,,,1,3,,,,,139,143
Lexington,Female,Volunteer,,1,,,,,3,4
,Female Total,,,1,,,,,3,4
,Male,Paid,,,,,,,1,1
,,Volunteer,,4,,,1,,37,42
,Male Total,,,4,,,1,,38,43
Lexington Total,,,,5,,,1,,41,47
Lexington City,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
Lexington City Total,,,,,,,,,1,1
Source: VDFP - FSTRS,,,Page 9 of 18,Page 9 of 18,,,,,as of March 2006,as of March 2006
