Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”,Name: “Table 1 of 1 on page 3 of 18”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,,Volunteer,,,,,,,2,2
,Male Total,,,,,,1,,60,61
Bristol Total,,,,,,,1,,61,62
Brunswick Co.,Female,Volunteer,,,,,,,8,8
,Female Total,,,,,,,,8,8
,Male,Both,,,,,,,3,3
,,Paid,,,,,,,1,1
,,Volunteer,,12,,,1,,143,156
,Male Total,,,12,,,1,,147,160
Brunswick Co. Total,,,,12,,,1,,155,168
Brunswick County,Male,Volunteer,,,,,,,1,1
,Male Total,,,,,,,,1,1
Brunswick County Total,,,,,,,,,1,1
Buchanan Co.,Female,Volunteer,,,,,,,27,27
,Female Total,,,,,,,,27,27
,Male,Paid,,,,,,,4,4
,,Volunteer,,,,,,,165,165
,Male Total,,,,,,,,169,169
Buchanan Co. Total,,,,,,,,,196,196
Buckingham Co.,Female,Volunteer,,,,,,,3,3
,Female Total,,,,,,,,3,3
,Male,Volunteer,,3,,,3,1,80,87
,Male Total,,,3,,,3,1,80,87
Buckingham Co. Total,,,,3,,,3,1,83,90
Buena Vista,Female,Volunteer,,,1,,,,4,5
,Female Total,,,,1,,,,4,5
,Male,Paid,,,,,,,2,2
,,Volunteer,,,,,,,58,58
,Male Total,,,,,,,,60,60
Buena Vista Total,,,,,1,,,,64,65
Campbell,Female,Volunteer,,,,,,,2,2
,Female Total,,,,,,,,2,2
,Male,Volunteer,,2,,,,,2,4
,Male Total,,,2,,,,,2,4
Campbell Total,,,,2,,,,,4,6
Campbell Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,2,,,,,12,14
,Female Total,,,2,,,,,13,15
,Male,Both,,,,,,,4,4
,,Paid,,,,,,,4,4
,,Volunteer,,10,3,,2,,308,323
,Male Total,,,10,3,,2,,316,331
Campbell Co. Total,,,,12,3,,2,,329,346
Caroline Co.,Female,Paid,,,,,,,3,3
,,Volunteer,,,,,5,1,32,38
,Female Total,,,,,,5,1,35,41
,Male,Both,,,,,1,,11,12
,,Paid,,1,,,,,15,16
,,Volunteer,1,15,,3,6,2,145,172
,Male Total,,1,16,,3,7,2,171,200
Caroline Co. Total,,,1,16,,3,12,3,206,241
Carroll Co.,Female,Volunteer,,,,,,,3,3
,Female Total,,,,,,,,3,3
,Male,Both,,,,,,,4,4
,,Paid,,,,,,,1,1
,,Volunteer,,,,,1,,171,172
,Male Total,,,,,,1,,176,177
Carroll Co. Total,,,,,,,1,,179,180
Charles City Co.,Female,Both,,,,,,,1,1
Source: VDFP - FSTRS,,,Page 3 of 18,Page 3 of 18,,,,,as of March 2006,as of March 2006
