Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”,Name: “Table 1 of 1 on page 15 of 18”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
Richmond Co. Total,,,,,,,1,,40,41
Roanoke,Female,Paid,,2,1,,1,,15,19
,Female Total,,,2,1,,1,,15,19
,Male,Both,,,,,,,3,3
,,Paid,2,30,,1,8,2,331,374
,,Volunteer,,1,,,,,1,2
,Male Total,,2,31,,1,8,2,335,379
Roanoke Total,,,2,33,1,1,9,2,350,398
Roanoke Co.,Female,Both,,,,,,,1,1
,,Paid,,1,,,,,4,5
,,Volunteer,,,,,,,43,43
,Female Total,,,1,,,,,48,49
,Male,Both,1,,,,,,29,30
,,Paid,,2,,,,,122,124
,,Volunteer,,6,3,,1,,324,334
,Male Total,,1,8,3,,1,,475,488
Roanoke Co. Total,,,1,9,3,,1,,523,537
Rockbridge Co.,Female,Paid,,,,,,,2,2
,,Volunteer,,,,,,,35,35
,Female Total,,,,,,,,37,37
,Male,Both,,,,,,,2,2
,,Paid,,,,,,,3,3
,,Volunteer,,9,,,,1,240,250
,Male Total,,,9,,,,1,245,255
Rockbridge Co. Total,,,,9,,,,1,282,292
Rockingham Co.,Female,Both,,,,,,,2,2
,,Paid,,,,,1,,4,5
,,Volunteer,,,,,1,,42,43
,Female Total,,,,,,2,,48,50
,Male,Both,,,,,,,31,31
,,Paid,,1,,,2,,37,40
,,Volunteer,1,6,1,,7,1,299,315
,Male Total,,1,7,1,,9,1,367,386
Rockingham Co. Total,,,1,7,1,,11,1,415,436
Russell Co.,Female,Volunteer,,,,,,,9,9
,Female Total,,,,,,,,9,9
,Male,Both,,,,,,,5,5
,,Volunteer,,6,,,1,,150,157
,Male Total,,,6,,,1,,155,162
Russell Co. Total,,,,6,,,1,,164,171
Salem,Female,Paid,,,,,,,2,2
,Female Total,,,,,,,,2,2
,Male,Both,,,,,,,2,2
,,Paid,,1,1,,,1,76,79
,,Volunteer,,,,,,,1,1
,Male Total,,,1,1,,,1,79,82
Salem Total,,,,1,1,,,1,81,84
Scott Co.,Female,Volunteer,,,,,,,11,11
,Female Total,,,,,,,,11,11
,Male,Both,,,,,,,3,3
,,Volunteer,,1,,,,,98,99
,Male Total,,,1,,,,,101,102
Scott Co. Total,,,,1,,,,,112,113
Shenandoah Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,1,,,2,,23,26
,Female Total,,,1,,,2,,24,27
,Male,Both,,,,,,,9,9
,,Paid,,,,,1,,8,9
,,Volunteer,,8,,,5,,200,213
Source: VDFP - FSTRS,,,Page 15 of 18,Page 15 of 18,,,,,as of March 2006,as of March 2006
