Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”,Name: “Table 1 of 1 on page 18 of 18”
Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,,Paid,,,,,,,1,1
,,Volunteer,,8,,,,1,108,117
,Male Total,,,8,,,,1,114,123
Westmoreland Co. Total,,,,9,,,,1,124,134
Williamsburg,Female,Paid,,,1,,,,4,5
,,Volunteer,,,,,,,1,1
,Female Total,,,,1,,,,5,6
,Male,Both,,2,,,,,5,7
,,Paid,,1,,,1,,41,43
,,Volunteer,1,1,1,,,,11,14
,Male Total,,1,4,1,,1,,57,64
Williamsburg Total,,,1,4,2,,1,,62,70
Winchester,Female,Paid,,2,,,,,2,4
,,Volunteer,,,,,,,21,21
,Female Total,,,2,,,,,23,25
,Male,Both,,2,,,,,30,32
,,Paid,,,,,,,76,76
,,Volunteer,,9,1,,1,1,80,92
,Male Total,,,11,1,,1,1,186,200
Winchester Total,,,,13,1,,1,1,209,225
Wise Co.,Female,Volunteer,,,,,,,10,10
,Female Total,,,,,,,,10,10
,Male,Both,,1,,,,,15,16
,,Paid,,,,,,,2,2
,,Volunteer,,4,,3,,,186,193
,Male Total,,,5,,3,,,203,211
Wise Co. Total,,,,5,,3,,,213,221
Wythe Co.,Female,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,,,,,,13,13
,Female Total,,,,,,,,15,15
,Male,Both,,,,,,,4,4
,,Paid,,,,,,,9,9
,,Volunteer,,2,,,,,151,153
,Male Total,,,2,,,,,164,166
Wythe Co. Total,,,,2,,,,,179,181
York Co.,Female,Paid,,,,,,,17,17
,,Volunteer,,,1,,,,9,10
,Female Total,,,,1,,,,26,27
,Male,Both,,,1,,2,,15,18
,,Paid,1,6,1,,4,,109,121
,,Volunteer,,4,3,,,,38,45
,Male Total,,1,10,5,,6,,162,184
York Co. Total,,,1,10,6,,6,,188,211
(blank),Female,Both,,,,,2,,8,10
,,Paid,,8,5,1,2,3,31,50
,,Volunteer,1,7,3,,6,1,135,153
,Female Total,,1,15,8,1,10,4,174,213
,Male,Both,,3,,1,3,2,97,106
,,Paid,5,161,25,7,9,7,608,822
,,Volunteer,2,33,6,5,13,2,506,567
,Male Total,,7,197,31,13,25,11,"1,211","1,495"
(blank) Total,,,8,212,39,14,35,15,"1,385","1,708"
Grand Total,,,132,"2,067",334,139,798,106,"29,457","33,033"
Source: VDFP - FSTRS,,,Page 18 of 18,Page 18 of 18,,,,,as of March 2006,as of March 2006
