Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”,Name: “Table 1 of 1 on page 17 of 18”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,Male Total,,,3,,,,,74,77
Sussex Co. Total,,,,3,,,,,78,81
Tazewell Co.,Female,Paid,,1,,,,,,1
,,Volunteer,,,,,,,34,34
,Female Total,,,1,,,,,34,35
,Male,Both,,,,,,,12,12
,,Paid,,,,,,,15,15
,,Volunteer,,10,,1,,,253,264
,Male Total,,,10,,1,,,280,291
Tazewell Co. Total,,,,11,,1,,,314,326
Virginia Beach,Female,Both,,,,,,,2,2
,,Paid,1,,,,,,33,34
,,Volunteer,,1,1,,4,,14,20
,Female Total,,1,1,1,,4,,49,56
,Male,Both,1,,,,,,15,16
,,Paid,5,28,12,4,11,3,430,493
,,Volunteer,2,9,9,2,3,,174,199
,Male Total,,8,37,21,6,14,3,619,708
Virginia Beach Total,,,9,38,22,6,18,3,668,764
Warren Co.,Female,Paid,,,1,,,,2,3
,,Volunteer,,1,,,1,,23,25
,Female Total,,,1,1,,1,,25,28
,Male,Both,,,,,1,,7,8
,,Paid,1,,,,,,5,6
,,Volunteer,1,3,1,,1,,127,133
,Male Total,,2,3,1,,2,,139,147
Warren Co. Total,,,2,4,2,,3,,164,175
Washington Co.,Female,Both,,,,,,,2,2
,,Volunteer,,,,,,,42,42
,Female Total,,,,,,,,44,44
,Male,Both,,,,,,,7,7
,,Paid,,,1,,,,,1
,,Volunteer,,2,,,,,263,265
,Male Total,,,2,1,,,,270,273
Washington Co. Total,,,,2,1,,,,314,317
Washington D.C.,Male,Both,,,,,,,1,1
,,Paid,,3,,,,,5,8
,Male Total,,,3,,,,,6,9
Washington D.C. Total,,,,3,,,,,6,9
"Washington, DC",Female,Both,,,,,1,,1,2
,,Paid,,,,,1,,,1
,Female Total,,,,,,2,,1,3
,Male,Both,,2,1,,1,1,19,24
,,Paid,2,4,1,,3,,68,78
,,Volunteer,,1,,,,,,1
,Male Total,,2,7,2,,4,1,87,103
"Washington, DC Total",,,2,7,2,,6,1,88,106
Waynesboro,Female,Paid,,,,,,,6,6
,,Volunteer,,,,,,,7,7
,Female Total,,,,,,,,13,13
,Male,Both,,,,,2,,4,6
,,Paid,,1,,,,,34,35
,,Volunteer,,,,,,,26,26
,Male Total,,,1,,,2,,64,67
Waynesboro Total,,,,1,,,2,,77,80
Westmoreland Co.,Female,Both,,,,,,,2,2
,,Volunteer,,1,,,,,8,9
,Female Total,,,1,,,,,10,11
,Male,Both,,,,,,,5,5
Source: VDFP - FSTRS,,,Page 17 of 18,Page 17 of 18,,,,,as of March 2006,as of March 2006
