Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”,Name: “Table 1 of 1 on page 5 of 18”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,Female Total,,,1,,,,,8,9
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,6,,,,,88,94
,Male Total,,,6,,,,,90,96
Covington Total,,,,7,,,,,98,105
Craig Co.,Female,Volunteer,,,,,,,5,5
,Female Total,,,,,,,,5,5
,Male,Volunteer,,,,,,1,99,100
,Male Total,,,,,,,1,99,100
Craig Co. Total,,,,,,,,1,104,105
Culpeper Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,1,,,2,,27,30
,Female Total,,,1,,,2,,28,31
,Male,Both,,1,,,,,6,7
,,Paid,,,,,,,2,2
,,Volunteer,,6,1,,,,168,175
,Male Total,,,7,1,,,,176,184
Culpeper Co. Total,,,,8,1,,2,,204,215
Cumberland Co.,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Volunteer,,,1,,,,67,68
,Male Total,,,,1,,,,67,68
Cumberland Co. Total,,,,,1,,,,68,69
Danville,Female,Both,,,,,,,1,1
,,Paid,,1,,,,,1,2
,Female Total,,,1,,,,,2,3
,Male,Both,,,,,,,16,16
,,Paid,,21,,,2,,120,143
,,Volunteer,,,,,,,15,15
,Male Total,,,21,,,2,,151,174
Danville Total,,,,22,,,2,,153,177
Danville City,Male,Volunteer,,1,,,,,,1
,Male Total,,,1,,,,,,1
Danville City Total,,,,1,,,,,,1
Dickenson Co.,Female,Volunteer,,,,,,,6,6
,Female Total,,,,,,,,6,6
,Male,Volunteer,,,,,1,1,111,113
,Male Total,,,,,,1,1,111,113
Dickenson Co. Total,,,,,,,1,1,117,119
Dinwiddie Co.,Female,Volunteer,1,1,1,,2,,22,27
,Female Total,,1,1,1,,2,,22,27
,Male,Both,,,,,,,3,3
,,Paid,,,,,,,5,5
,,Volunteer,,10,4,,,,122,136
,Male Total,,,10,4,,,,130,144
Dinwiddie Co. Total,,,1,11,5,,2,,152,171
Emporia,Male,Volunteer,,2,,,,,48,50
,Male Total,,,2,,,,,48,50
Emporia Total,,,,2,,,,,48,50
Essex Co.,Female,Volunteer,,2,,,,,3,5
,Female Total,,,2,,,,,3,5
,Male,Both,,,,,,,1,1
,,Volunteer,,11,1,,,,44,56
,Male Total,,,11,1,,,,45,57
Essex Co. Total,,,,13,1,,,,48,62
Fairfax,Female,Paid,,,,,1,,2,3
,,Volunteer,1,,1,,2,1,8,13
,Female Total,,1,,1,,3,1,10,16
Source: VDFP - FSTRS,,,Page 5 of 18,Page 5 of 18,,,,,as of March 2006,as of March 2006
