Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,Male,Both,,,,1,,,8,9
,,Paid,,,,,2,,33,35
,,Volunteer,,1,,,6,,36,43
,Male Total,,,1,,1,8,,77,87
Fairfax Total,,,1,1,1,1,11,1,87,103
Fairfax Co.,Female,Both,,,,,,,2,2
,,Paid,,2,,,18,,20,40
,,Volunteer,,,,,2,,10,12
,Female Total,,,2,,,20,,32,54
,Male,Both,,,,,6,,29,35
,,Paid,3,32,9,3,36,2,295,380
,,Volunteer,1,2,,1,6,,54,64
,Male Total,,4,34,9,4,48,2,378,479
Fairfax Co. Total,,,4,36,9,4,68,2,410,533
Falls Church,Female,Volunteer,1,,,,,,5,6
,Female Total,,1,,,,,,5,6
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,1,,,,5,1,27,34
,Male Total,,1,,,,5,1,29,36
Falls Church Total,,,2,,,,5,1,34,42
Fauquier Co.,Female,Paid,,,,,,,4,4
,,Volunteer,,,1,2,,1,54,58
,Female Total,,,,1,2,,1,58,62
,Male,Both,,,,,,,14,14
,,Paid,,1,1,,,,19,21
,,Volunteer,,9,1,1,3,2,229,245
,Male Total,,,10,2,1,3,2,262,280
Fauquier Co. Total,,,,10,3,3,3,3,320,342
Floyd Co.,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,2,,,1,,93,96
,Male Total,,,2,,,1,,95,98
Floyd Co. Total,,,,2,,,1,,96,99
Fluvanna Co.,Female,Volunteer,,,1,,,,5,6
,Female Total,,,,1,,,,5,6
,Male,Both,,,,,,,2,2
,,Volunteer,,1,1,,,,82,84
,Male Total,,,1,1,,,,84,86
Fluvanna Co. Total,,,,1,2,,,,89,92
Franklin,Female,Both,,,,,1,,1,2
,,Paid,,,,,,,1,1
,,Volunteer,,1,,,,,23,24
,Female Total,,,1,,,1,,25,27
,Male,Both,,1,,1,1,,4,7
,,Paid,,1,,,,,8,9
,,Volunteer,,5,,,,1,74,80
,Male Total,,,7,,1,1,1,86,96
Franklin Total,,,,8,,1,2,1,111,123
Franklin Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,,,,,,38,38
,Female Total,,,,,,,,39,39
,Male,Both,,,,,,,5,5
,,Paid,,,,,,,15,15
,,Volunteer,,13,,,4,1,254,272
,Male Total,,,13,,,4,1,274,292
Franklin Co. Total,,,,13,,,4,1,313,331
Source: VDFP - FSTRS,,,Page 6 of 18,Page 6 of 18,,,,,as of March 2006,as of March 2006
