Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”,Name: “Table 1 of 1 on page 5 of 13”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TABLE 4.11-2,TABLE 4.11-2,TABLE 4.11-2,TABLE 4.11-2,TABLE 4.11-2,,,,,,,,,,
,,,,,,,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,SUMMARY OF BIODIVERSITY EFFECTS,,,,,,,,
,,,,,,,,Absolute and Relative Effects,Absolute and Relative Effects,Absolute and Relative Effects,Absolute and Relative Effects,Absolute and Relative Effects,Absolute and Relative Effects,Absolute and Relative Effects,Absolute and Relative Effects,,,,,,,,,
,,,Effects on,Effects on,,,,,,,,,,,,,Wildlife,Wildlife,,,,,Relative,Relative
Alternative,Alternative,,Terrestrial Natural,Terrestrial Natural,Terrestrial Natural,Terrestrial Natural,Percent,Percent,,,,,,,Percent,,Corridor,Corridor,,Percent,Percent,Percent,Effect,Effect
,,,,,,,,,,Encroachment,Encroachment,Encroachment,Encroachment,Encroachment,,,,,,,,,,
,,,Communities,Communities,Communities,,of Total,of Total,,,,,,,of Total,,Bisections,Bisections,Bisections,of Total,of Total,of Total,(No. units),(No. units)
,,,,,,,,,,,(No.),(No.),,,,,,,,,,,,
