Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,,,,,
,,,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,
,,,,Insurable Crops,Insured Acres,Total Acres,Total Acres,Percent Insured
,,,,Apples,"10,966",,"15,000",73.1%
,,,,Barley,"26,369",,"75,000",35.2%
,,,Cabbage,,173,,"1,700",10.2%
,,,Corn – APH,,"94,130",,,20.0%
,,,Corn – CRC,,"219,853",,"470,000",46.8%
,,,Corn – GRP,,0,,,0.0%
,,,Cotton – APH,,"23,445",,,26.3%
,,,,,,,"89,000",
,,,Cotton – CRC,,"57,234",,,64.3%
,,,Fresh Market Beans,,"3,007",,"5,600",53.7%
,,,Fresh Market Sweet Corn,,79,,"3,400",2.3%
,,,Fresh Market Tomatoes,,"3,099",,"3,900",79.5%
,2003,2003,Grain Sorghum – APH,,826,,,9.2%
,,,,,,,"9,000",
,,,Grain Sorghum – CRC,,237,,,2.6%
Virginia,Virginia,Virginia,,Oats,259,,NA,NA
,,,Peaches,,"1,052",,"1,260",83.5%
,,,Peanuts – APH,,"29,607",,,87.1%
,,,,,,,"34,000",
,Crop,Crop,Peanuts – GRP,,0,,,0.0%
,,,Potatoes,,"5,279",,"7,000",75.4%
Insurance,Insurance,Insurance,Processing Beans,,"1,972",,NA,NA
,,,Processing Tomatoes,,65,,NA,NA
,Profile,Profile,Soybeans – APH,,"158,438",,,31.7%
,,,Soybeans – CRC,,"200,804",,"500,000",40.2%
,,,Soybeans – GRP,,0,,,0.0%
,,,Tobacco – Burley,,"3,720",,"6,500",57.2%
,,,Tobacco – Dark Air Cured,,10,,70,14.3%
,,,Tobacco – Fire Cured,,613,,800,76.6%
,,,Tobacco – Flue Cured,,"16,983",,"20,000",84.9%
,,,Wheat – APH,,"61,115",,,29.1%
,,,,,,,"210,000",
,,,Wheat – CRC,,"55,886",,,26.6%
,,,,Total,"975,221",,"1,452,230",67.2%
,,,,,,,,NA = Not Available
,,,Adjusted Gross Revenue,,Liability,$,"2,147,187",
,,,,Clams,Liability,"$26,347,908","$26,347,908",
,,,Nursery,,Liability,"$52,232,068","$52,232,068",
,,,Pilot Programs,,,,,
Raleigh Regional Office,Raleigh Regional Office,Raleigh Regional Office,Adjusted Gross Revenue (AGR),Adjusted Gross Revenue (AGR),26 counties and 14 independent cities in Eastern Virginia,26 counties and 14 independent cities in Eastern Virginia,26 counties and 14 independent cities in Eastern Virginia,26 counties and 14 independent cities in Eastern Virginia
Contact:,"Larry Atkinson, Director","Larry Atkinson, Director",Cabbage,,,,Carroll,
"Address: 4407 Bland Rd, Ste 160","Address: 4407 Bland Rd, Ste 160","Address: 4407 Bland Rd, Ste 160",,Clams,Accomack,,,Northampton
,"Raleigh, NC",27609,Fresh Market Beans,,Accomack,,,Northampton
Phone:,(919) 875-4880,(919) 875-4880,,,,,,
Fax:,(919) 875-4915,(919) 875-4915,,,,,,
E-Mail:,,,,,,,,
larry.atkinson@rma.usda.gov,larry.atkinson@rma.usda.gov,larry.atkinson@rma.usda.gov,,,,,,
Eastern Regional,Eastern Regional,,,,,,,
Compliance Office,Compliance Office,Compliance Office,,,,,,
Contact:,"Johnnie Perdue, Director","Johnnie Perdue, Director",,,,,,
Address:,"4407 Bland Rd, Ste 280","4407 Bland Rd, Ste 280",,,,,,
,"Raleigh, NC 27609","Raleigh, NC 27609",,,,,,
Phone:,(919) 875-4930,(919) 875-4930,,,,,,
Fax:,(919) 875-4928,(919) 875-4928,,,,,,
E-Mail:,,,,,,,,
johnnie.perdue@rma.usda.gov,johnnie.perdue@rma.usda.gov,johnnie.perdue@rma.usda.gov,,,,,,
"Data current as of January 13, 2004","Data current as of January 13, 2004","Data current as of January 13, 2004",,,,,,
,,,Risk Management Agency/USDA,Risk Management Agency/USDA,,,,
