Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/06 - 12/31/06,1/1/06 - 12/31/06,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Property Use, other",,,,,,,,,,,,,,,,,
000,,"3,376",0.60%,8,1,0.79%,6,1.13%,0,0.00%,3,1.06%,"1,788,217",0.36%,"159,709",0.12%,"1,947,926",0.31%
,"Assembly, other",,,,,,,,,,,,,,,,,
100,,863,0.15%,0,0,0.00%,0,0.00%,0,0.00%,1,0.35%,"64,180",0.01%,"600,120",0.46%,"664,300",0.11%
,Fixed use recreation,,,,,,,,,,,,,,,,,
110,"places, other",634,0.11%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"18,046",0.00%,"1,625",0.00%,"19,671",0.00%
,Bowling alley,,,,,,,,,,,,,,,,,
111,,99,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,100,0.00%,100,0.00%
,"Billiard center, pool hall",,,,,,,,,,,,,,,,,
112,,56,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"6,000",0.00%,401,0.00%,"6,401",0.00%
,Electronic amusement,,,,,,,,,,,,,,,,,
113,center,29,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,650,0.00%,0,0.00%,650,0.00%
,"Ice rink: indoor, outdoor",,,,,,,,,,,,,,,,,
114,,155,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"10,000",0.00%,"7,000",0.01%,"17,000",0.00%
,Roller rink: indoor or,,,,,,,,,,,,,,,,,
115,outdoor,89,0.02%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,300,0.00%,0,0.00%,300,0.00%
,Swimming facility:,,,,,,,,,,,,,,,,,
116,indoor or outdoor,376,0.07%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"126,615",0.03%,"30,000",0.02%,"156,615",0.03%
,Variable use,,,,,,,,,,,,,,,,,
120,"amusement, recreation",342,0.06%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"25,300",0.01%,0,0.00%,"25,300",0.00%
,places,,,,,,,,,,,,,,,,,
,"Ballroom, gymnasium",,,,,,,,,,,,,,,,,
121,,200,0.04%,0,0,0.00%,0,0.00%,0,0.00%,1,0.35%,0,0.00%,0,0.00%,0,0.00%
,"Convention center,",,,,,,,,,,,,,,,,,
122,exhibition hall,218,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,100,0.00%,100,0.00%
,"Stadium, arena",,,,,,,,,,,,,,,,,
123,,609,0.11%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"5,551",0.00%,100,0.00%,"5,651",0.00%
,Playground,,,,,,,,,,,,,,,,,
124,,345,0.06%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"25,636",0.01%,"6,002",0.00%,"31,638",0.01%
,Amusement center:,,,,,,,,,,,,,,,,,
129,indoor/outdoor,289,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"26,402",0.01%,3,0.00%,"26,405",0.00%
,"Places of worship,",,,,,,,,,,,,,,,,,
130,funeral parlors,252,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"10,200",0.00%,0,0.00%,"10,200",0.00%
,Page 2 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/18/07 9:30:21 AM,4/18/07 9:30:21 AM,
