Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”,Name: “Table 1 of 1 on page 11 of 31”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,
"Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009","Virginia, U.S. and Border States Property Index Crime Rates, 2000-2009"
Source:  FBI,,,,,,,,,,
,,,,,,,,,,
,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,Total Property Index Crime Rate By State and Year,
,,,,,,,,,,
,"5,000.0",,,,,,,,,
,,,,,,,,,,
,"4,500.0",,,,,,,,,
,"4,000.0",,,,,,,,,
,,,,,,,,,,
,"3,500.0",,,,,,,,,
,,,,,,,,,,
,"3,000.0",,,,,,,,,
,,,,,,,,,,
