Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,
"Appendix D – Violent and Property Index Crime Rate Rankings Nationally,","Appendix D – Violent and Property Index Crime Rate Rankings Nationally,","Appendix D – Violent and Property Index Crime Rate Rankings Nationally,","Appendix D – Violent and Property Index Crime Rate Rankings Nationally,","Appendix D – Violent and Property Index Crime Rate Rankings Nationally,","Appendix D – Violent and Property Index Crime Rate Rankings Nationally,","Appendix D – Violent and Property Index Crime Rate Rankings Nationally,"
2009  Source:  FBI,2009  Source:  FBI,,,,,
,,,,,,
"Virginia’s 2009 violent crime rate** ranked 44 out of 50, between Wyoming and Utah.","Virginia’s 2009 violent crime rate** ranked 44 out of 50, between Wyoming and Utah.","Virginia’s 2009 violent crime rate** ranked 44 out of 50, between Wyoming and Utah.","Virginia’s 2009 violent crime rate** ranked 44 out of 50, between Wyoming and Utah.","Virginia’s 2009 violent crime rate** ranked 44 out of 50, between Wyoming and Utah.","Virginia’s 2009 violent crime rate** ranked 44 out of 50, between Wyoming and Utah.",
"Virginia’s 2009 property crime rate** ranked 38 out of 50, between Montana and Maine.","Virginia’s 2009 property crime rate** ranked 38 out of 50, between Montana and Maine.","Virginia’s 2009 property crime rate** ranked 38 out of 50, between Montana and Maine.","Virginia’s 2009 property crime rate** ranked 38 out of 50, between Montana and Maine.","Virginia’s 2009 property crime rate** ranked 38 out of 50, between Montana and Maine.","Virginia’s 2009 property crime rate** ranked 38 out of 50, between Montana and Maine.",
,,,,,,
,Rank 1=Highest Rate  Rank 50 = Lowest Rate,Rank 1=Highest Rate  Rank 50 = Lowest Rate,Rank 1=Highest Rate  Rank 50 = Lowest Rate,,,
,,,,,,
,,2009 Violent,,,2009 Property,
,State,Crime Rate,Rank,State,Crime Rate,Rank
,,,,,,
,Nevada,702.2,1,Texas,"4,015.5",1
,South Carolina,670.8,2,South Carolina,"3,888.6",2
,Tennessee,667.7,3,Florida,"3,840.8",3
,Delaware,636.6,4,Louisiana,"3,794.6",4
,Alaska,633.0,5,Arkansas,"3,773.7",5
,Louisiana,620.0,6,Alabama,"3,772.4",6
,New Mexico,619.0,7,Tennessee,"3,754.1",7
,Florida,612.5,8,New Mexico,"3,735.8",8
,Maryland,589.9,9,North Carolina,"3,668.1",9
,Arkansas,517.7,10,Washington,"3,666.9",10
,,,,,,
,Oklahoma,501.1,11,Georgia,"3,666.6",11
,Illinois,497.2,12,Hawaii,"3,661.2",12
,Michigan,497.0,13,Oklahoma,"3,573.8",13
,Missouri,491.8,14,Arizona,"3,556.5",14
,Texas,490.9,15,Missouri,"3,385.3",15
,California,472.0,16,Delaware,"3,349.6",16
,Massachusetts,457.1,17,Utah,"3,275.4",17
,Alabama,449.8,18,Ohio,"3,270.9",18
,Georgia,426.1,19,Kansas,"3,207.8",19
,Arizona,408.3,20,Maryland,"3,200.7",20
,,,,,,
,North Carolina,404.3,21,Indiana,"3,116.2",21
,Kansas,400.1,22,Nevada,"3,055.6",22
,New York,384.7,23,Oregon,"2,967.1",23
,Pennsylvania,380.5,24,Mississippi,"2,953.3",24
,Colorado,337.8,25,Alaska,"2,946.0",25
,Indiana,333.2,26,Michigan,"2,837.8",26
,,332.1,,,"2,761.5",27
,Ohio,,27,Nebraska,,
,,,,,,
,Washington,331.0,28,Illinois,"2,736.9",28
,New Jersey,311.5,29,California,"2,731.5",29
,Connecticut,298.7,30,Colorado,"2,666.2",30
,West Virginia,296.5,31,Minnesota,"2,641.0",31
,Nebraska,281.6,32,Wyoming,"2,637.3",32
,Mississippi,281.3,33,Rhode Island,"2,610.8",33
,Iowa,279.2,34,Wisconsin,"2,608.2",34
,Hawaii,274.8,35,West Virginia,"2,526.7",35
,Kentucky,258.7,36,Kentucky,"2,512.7",36
,Wisconsin,257.0,37,Montana,"2,464.0",37
,,,,,,
,Oregon,254.7,38,Virginia,"2,428.8",38
,Montana,253.6,39,Maine,"2,403.5",39
,Rhode Island,252.6,40,Vermont,"2,401.4",40
,Minnesota,243.9,41,Connecticut,"2,335.8",41
,Idaho,228.4,42,Iowa,"2,308.7",42
,Wyoming,228.2,43,Massachusetts,"2,304.0",43
,Virginia,226.8,44,Pennsylvania,"2,201.6",44
,Utah,212.7,45,New Hampshire,"2,161.0",45
,North Dakota,200.7,46,New Jersey,"2,079.7",46
,South Dakota,185.6,47,Idaho,"1,988.7",47
,,,,,,
,New Hampshire,159.6,48,New York,"1,936.0",48
,Vermont,131.4,49,North Dakota,"1,932.8",49
,Maine,119.8,50,South Dakota,"1,719.4",50
,,,,,,
**Virginia crime rates published by the FBI differ slightly from crime rates published by Virginia State Police and DCJS.,**Virginia crime rates published by the FBI differ slightly from crime rates published by Virginia State Police and DCJS.,**Virginia crime rates published by the FBI differ slightly from crime rates published by Virginia State Police and DCJS.,**Virginia crime rates published by the FBI differ slightly from crime rates published by Virginia State Police and DCJS.,**Virginia crime rates published by the FBI differ slightly from crime rates published by Virginia State Police and DCJS.,**Virginia crime rates published by the FBI differ slightly from crime rates published by Virginia State Police and DCJS.,
,,,27 of 29,27 of 29,,Virginia Crime Trends 2000-2009
,,,,,,www.dcjs.virginia.gov/research
