Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
173,Bus station,407,0.06 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
174,Rapid transit station,399,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,220,0.00 %,20,0.00 %,240,0.00 %
180,"Studio/theater, other",75,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Live performance theater,,,,,,,,,,,,,,,,,
181,,125,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Auditorium or concert hall,,,,,,,,,,,,,,,,,
182,,113,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
183,Movie theater,321,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,050",0.00 %,100,0.00 %,"1,150",0.00 %
185,"Radio, television studio",12,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Film/movie production,,,,,,,,,,,,,,,,,
186,,10,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,studio,,,,,,,,,,,,,,,,,
200,"Educational, other","1,052",0.14 %,1,0,0.00 %,0,0.00 %,0,0.00 %,23,3.39 %,"104,000",0.05 %,"52,000",0.08 %,"156,000",0.05 %
210,"Schools, non-adult","1,039",0.14 %,0,0,0.00 %,2,0.32 %,0,0.00 %,0,0.00 %,"112,000",0.05 %,"15,000",0.02 %,"127,000",0.04 %
211,Preschool,559,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"18,000",0.01 %,"2,000",0.00 %,"20,000",0.01 %
,Page 5 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:36:18 EDT 2013,Thu Mar 14 07:36:18 EDT 2013,Thu Mar 14 07:36:18 EDT 2013
