Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Parking garage, general",,,,,,,,,,,,,,,,,
882,,524,0.07 %,2,0,0.00 %,0,0.00 %,0,0.00 %,2,0.29 %,"63,902",0.03 %,"60,502",0.09 %,"124,404",0.04 %
,vehicle,,,,,,,,,,,,,,,,,
888,Fire station,"6,169",0.84 %,0,0,0.00 %,0,0.00 %,0,0.00 %,93,13.72 %,"260,200",0.12 %,"784,200",1.15 %,"1,044,400",0.37 %
891,Warehouse,"1,331",0.18 %,4,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"277,901",0.13 %,"587,666",0.86 %,"865,567",0.30 %
,"Dock, marina, pier, wharf",,,,,,,,,,,,,,,,,
898,,141,0.02 %,2,0,0.00 %,5,0.80 %,0,0.00 %,0,0.00 %,"220,300",0.10 %,"26,100",0.04 %,"246,400",0.09 %
,Residential or self,,,,,,,,,,,,,,,,,
899,,197,0.03 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"39,250",0.02 %,"20,500",0.03 %,"59,750",0.02 %
,storage units,,,,,,,,,,,,,,,,,
,Outside or special,,,,,,,,,,,,,,,,,
900,,"4,826",0.66 %,9,0,0.00 %,2,0.32 %,0,0.00 %,7,1.03 %,"269,931",0.12 %,"89,615",0.13 %,"359,546",0.13 %
,"property, other",,,,,,,,,,,,,,,,,
919,"Dump, sanitary landfill",219,0.03 %,1,0,0.00 %,0,0.00 %,0,0.00 %,1,0.15 %,"414,364",0.19 %,"5,353",0.01 %,"419,717",0.15 %
921,"Bridge, trestle",347,0.05 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"7,313",0.00 %,203,0.00 %,"7,516",0.00 %
922,Tunnel,166,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"3,000",0.00 %,0,0.00 %,"3,000",0.00 %
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,,258,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.15 %,"208,461",0.10 %,"161,597",0.24 %,"370,058",0.13 %
,shelter,,,,,,,,,,,,,,,,,
931,Open land or field,"5,793",0.79 %,7,3,2.33 %,14,2.23 %,0,0.00 %,9,1.33 %,"2,954,239",1.36 %,"828,588",1.22 %,"3,782,827",1.33 %
,Page 13 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:40:25 EDT 2013,Thu Mar 14 07:40:25 EDT 2013,Thu Mar 14 07:40:25 EDT 2013
