Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Residential street, road",,,,,,,,,,,,,,,,,
962,,"28,258",3.86 %,19,9,6.98 %,10,1.59 %,1,33.33 %,13,1.92 %,"3,400,597",1.57 %,"495,631",0.73 %,"3,896,228",1.37 %
,or residential driveway,,,,,,,,,,,,,,,,,
,Street or road in,,,,,,,,,,,,,,,,,
963,,"16,739",2.29 %,0,2,1.55 %,28,4.47 %,0,0.00 %,9,1.33 %,"774,963",0.36 %,"32,480",0.05 %,"807,443",0.28 %
,commercial area,,,,,,,,,,,,,,,,,
965,Vehicle parking area,"14,956",2.05 %,46,1,0.78 %,5,0.80 %,0,0.00 %,17,2.51 %,"3,392,713",1.57 %,"498,174",0.73 %,"3,890,887",1.37 %
972,Aircraft runway,274,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"760,000",0.35 %,"20,000",0.03 %,"780,000",0.27 %
973,Aircraft taxi-way,87,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
974,Aircraft loading area,862,0.12 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,50,0.00 %,0,0.00 %,50,0.00 %
981,Construction site,344,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"122,600",0.06 %,902,0.00 %,"123,502",0.04 %
982,Oil or gas field,7,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Pipeline, power line or",,,,,,,,,,,,,,,,,
983,other utility right of way,527,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"68,062",0.03 %,214,0.00 %,"68,276",0.02 %
,Industrial plant yard -,,,,,,,,,,,,,,,,,
984,,239,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"279,702",0.13 %,"32,502",0.05 %,"312,204",0.11 %
,area,,,,,,,,,,,,,,,,,
NNN,None,"8,973",1.23 %,4,5,3.88 %,22,3.51 %,0,0.00 %,1,0.15 %,"1,451,557",0.67 %,"137,128",0.20 %,"1,588,685",0.56 %
,Page 15 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:41:23 EDT 2013,Thu Mar 14 07:41:23 EDT 2013,Thu Mar 14 07:41:23 EDT 2013
