Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,,"280,276",,,,,,,,,,,,,,,,
419,1 or 2 family dwelling,,38.33 %,105,51,39.53 %,238,37.96 %,1,33.33 %,257,37.91 %,"84,261,917",38.90 %,"29,948,744",44.07 %,"114,210,661",40.14 %
429,Multifamily dwellings,"84,559",11.56 %,30,7,5.43 %,113,18.02 %,0,0.00 %,72,10.62 %,"22,968,046",10.60 %,"7,059,445",10.39 %,"30,027,491",10.55 %
,"Boarding/rooming house,",,,,,,,,,,,,,,,,,
439,residential hotels,"2,863",0.39 %,0,0,0.00 %,1,0.16 %,0,0.00 %,1,0.15 %,"1,741,774",0.80 %,"53,879",0.08 %,"1,795,653",0.63 %
,"Hotel/motel, commercial",,,,,,,,,,,,,,,,,
449,,"9,677",1.32 %,6,0,0.00 %,4,0.64 %,0,0.00 %,20,2.95 %,"1,644,758",0.76 %,"708,238",1.04 %,"2,352,996",0.83 %
,Residential board and,,,,,,,,,,,,,,,,,
459,,"4,620",0.63 %,0,0,0.00 %,1,0.16 %,0,0.00 %,2,0.29 %,"74,001",0.03 %,"18,001",0.03 %,"92,002",0.03 %
,care,,,,,,,,,,,,,,,,,
,Dormitory type,,,,,,,,,,,,,,,,,
460,,"3,066",0.42 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.29 %,"127,026",0.06 %,"20,054",0.03 %,"147,080",0.05 %
,"residence, other",,,,,,,,,,,,,,,,,
,"Sorority house, fraternity",,,,,,,,,,,,,,,,,
462,,126,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,house,,,,,,,,,,,,,,,,,
464,"Barracks, dormitory",817,0.11 %,0,0,0.00 %,3,0.48 %,0,0.00 %,0,0.00 %,"6,000",0.00 %,"3,520",0.01 %,"9,520",0.00 %
,"Mercantile, business,",,,,,,,,,,,,,,,,,
500,,"6,226",0.85 %,0,1,0.78 %,1,0.16 %,0,0.00 %,2,0.29 %,"564,045",0.26 %,"280,301",0.41 %,"844,346",0.30 %
,other,,,,,,,,,,,,,,,,,
511,Convenience store,"3,549",0.49 %,0,0,0.00 %,1,0.16 %,0,0.00 %,3,0.44 %,"619,017",0.29 %,"213,406",0.31 %,"832,423",0.29 %
,Food and beverage,,,,,,,,,,,,,,,,,
519,,"6,543",0.89 %,1,0,0.00 %,2,0.32 %,0,0.00 %,1,0.15 %,"385,872",0.18 %,"152,106",0.22 %,"537,978",0.19 %
,"sales, grocery store",,,,,,,,,,,,,,,,,
,Page 8 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:39:32 EDT 2013,Thu Mar 14 07:39:32 EDT 2013,Thu Mar 14 07:39:32 EDT 2013
