Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”,Name: “Table 1 of 1 on page 6 of 16”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Elementary school,",,,,,,,,,,,,,,,,,
213,,"4,739",0.65 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.15 %,"1,260,707",0.58 %,"23,753",0.03 %,"1,284,460",0.45 %
,including kindergarten,,,,,,,,,,,,,,,,,
,High school/junior high,,,,,,,,,,,,,,,,,
215,school/middle school,"5,402",0.74 %,0,0,0.00 %,1,0.16 %,0,0.00 %,3,0.44 %,"248,766",0.11 %,"47,016",0.07 %,"295,782",0.10 %
,"Adult education center,",,,,,,,,,,,,,,,,,
241,,"2,026",0.28 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"8,051",0.00 %,"1,804",0.00 %,"9,855",0.00 %
,college classroom,,,,,,,,,,,,,,,,,
,"Day care, other",,,,,,,,,,,,,,,,,
250,,49,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,(conversion only),,,,,,,,,,,,,,,,,
,"Day care, in commercial",,,,,,,,,,,,,,,,,
254,,"1,170",0.16 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.15 %,"92,401",0.04 %,"26,920",0.04 %,"119,321",0.04 %
,property,,,,,,,,,,,,,,,,,
,"Day care, in residence,",,,,,,,,,,,,,,,,,
255,,110,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,licensed,,,,,,,,,,,,,,,,,
,"Day care in residence,",,,,,,,,,,,,,,,,,
256,,13,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,unlicensed.,,,,,,,,,,,,,,,,,
,"Health care, detention, &",,,,,,,,,,,,,,,,,
300,,"2,482",0.34 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"35,001",0.02 %,"1,301",0.00 %,"36,302",0.01 %
,"correction, other",,,,,,,,,,,,,,,,,
,24-hour care Nursing,,,,,,,,,,,,,,,,,
311,"homes, 4 or more","33,183",4.54 %,0,0,0.00 %,5,0.80 %,0,0.00 %,13,1.92 %,"610,957",0.28 %,"149,420",0.22 %,"760,377",0.27 %
,persons,,,,,,,,,,,,,,,,,
,Mental,,,,,,,,,,,,,,,,,
321,retardation/development,"1,122",0.15 %,1,0,0.00 %,1,0.16 %,0,0.00 %,1,0.15 %,"50,000",0.02 %,"15,021",0.02 %,"65,021",0.02 %
,disability facility,,,,,,,,,,,,,,,,,
,Alcohol or substance,,,,,,,,,,,,,,,,,
322,,687,0.09 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,000",0.00 %,"30,000",0.04 %,"32,000",0.01 %
,abuse recovery center,,,,,,,,,,,,,,,,,
,Page 6 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:36:21 EDT 2013,Thu Mar 14 07:36:21 EDT 2013,Thu Mar 14 07:36:21 EDT 2013
