Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
935,Campsite with utilities,323,0.04 %,3,0,0.00 %,7,1.12 %,0,0.00 %,0,0.00 %,"156,045",0.07 %,"30,600",0.05 %,"186,645",0.07 %
936,Vacant lot,"1,041",0.14 %,2,0,0.00 %,4,0.64 %,0,0.00 %,0,0.00 %,"178,956",0.08 %,"5,696",0.01 %,"184,652",0.06 %
937,Beach,388,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"15,000",0.01 %,0,0.00 %,"15,000",0.01 %
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,,"2,459",0.34 %,16,0,0.00 %,7,1.12 %,0,0.00 %,3,0.44 %,"671,834",0.31 %,"37,804",0.06 %,"709,638",0.25 %
,plots of land,,,,,,,,,,,,,,,,,
940,"Water area, other",339,0.05 %,1,0,0.00 %,6,0.96 %,0,0.00 %,3,0.44 %,"101,000",0.05 %,"7,000",0.01 %,"108,000",0.04 %
,"Open ocean, sea or tidal",,,,,,,,,,,,,,,,,
941,,189,0.03 %,0,0,0.00 %,1,0.16 %,0,0.00 %,1,0.15 %,"22,000",0.01 %,600,0.00 %,"22,600",0.01 %
,waters,,,,,,,,,,,,,,,,,
946,"Lake, river, stream",580,0.08 %,0,1,0.78 %,2,0.32 %,0,0.00 %,7,1.03 %,"18,575",0.01 %,"1,200",0.00 %,"19,775",0.01 %
951,Railroad right of way,316,0.04 %,0,1,0.78 %,0,0.00 %,0,0.00 %,1,0.15 %,"417,864",0.19 %,"113,004",0.17 %,"530,868",0.19 %
952,Railroad yard,104,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,500,000",0.69 %,0,0.00 %,"1,500,000",0.53 %
960,"Street, other","19,998",2.73 %,0,5,3.88 %,21,3.35 %,0,0.00 %,9,1.33 %,"932,233",0.43 %,"99,851",0.15 %,"1,032,084",0.36 %
,Highway or divided,,,,,,,,,,,,,,,,,
961,,"39,072",5.34 %,1,34,26.36 %,64,10.21 %,1,33.33 %,17,2.51 %,"5,802,402",2.68 %,"1,235,286",1.82 %,"7,037,688",2.47 %
,highway,,,,,,,,,,,,,,,,,
,Page 14 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:41:20 EDT 2013,Thu Mar 14 07:41:20 EDT 2013,Thu Mar 14 07:41:20 EDT 2013
