Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”,Name: “Table 1 of 1 on page 12 of 16”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
679,Mine or quarry,37,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"45,000",0.02 %,"110,000",0.16 %,"155,000",0.05 %
,"Manufacturing,",,,,,,,,,,,,,,,,,
700,,"2,781",0.38 %,3,0,0.00 %,2,0.32 %,0,0.00 %,15,2.21 %,"3,268,682",1.51 %,"5,821,888",8.57 %,"9,090,570",3.19 %
,processing,,,,,,,,,,,,,,,,,
800,"Storage, other",258,0.04 %,2,0,0.00 %,0,0.00 %,0,0.00 %,3,0.44 %,"1,231,250",0.57 %,"536,002",0.79 %,"1,767,252",0.62 %
,Outside material storage,,,,,,,,,,,,,,,,,
807,,119,0.02 %,3,0,0.00 %,0,0.00 %,0,0.00 %,1,0.15 %,"355,102",0.16 %,"333,351",0.49 %,"688,453",0.24 %
,area,,,,,,,,,,,,,,,,,
808,Outbuilding or shed,427,0.06 %,38,0,0.00 %,5,0.80 %,0,0.00 %,0,0.00 %,"1,756,202",0.81 %,"2,906,425",4.28 %,"4,662,627",1.64 %
816,"Grain elevator, silo",16,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"200,500",0.09 %,"258,600",0.38 %,"459,100",0.16 %
,"Livestock, poultry storage",,,,,,,,,,,,,,,,,
819,,60,0.01 %,2,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"260,560",0.12 %,"218,200",0.32 %,"478,760",0.17 %
839,Refrigerated storage,54,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
849,Outside storage tank,23,0.00 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,200",0.00 %,"2,500",0.00 %,"3,700",0.00 %
880,"Vehicle storage, other",272,0.04 %,2,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"288,850",0.13 %,"1,243,720",1.83 %,"1,532,570",0.54 %
,"Parking garage,",,,,,,,,,,,,,,,,,
881,(detached residential,115,0.02 %,14,0,0.00 %,1,0.16 %,0,0.00 %,2,0.29 %,"1,588,456",0.73 %,"1,009,876",1.49 %,"2,598,332",0.91 %
,garage),,,,,,,,,,,,,,,,,
,Page 12 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:39:34 EDT 2013,Thu Mar 14 07:39:34 EDT 2013,Thu Mar 14 07:39:34 EDT 2013
