Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
144,"Casino, gambling clubs",37,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Public or government,",,,,,,,,,,,,,,,,,
150,,"3,286",0.45 %,0,0,0.00 %,1,0.16 %,0,0.00 %,8,1.18 %,"137,421",0.06 %,"54,771",0.08 %,"192,192",0.07 %
,other,,,,,,,,,,,,,,,,,
151,Library,500,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,601",0.00 %,"2,200",0.00 %,"4,801",0.00 %
152,Museum,423,0.06 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"440,000",0.20 %,"135,000",0.20 %,"575,000",0.20 %
,"Memorial structure,",,,,,,,,,,,,,,,,,
154,including monuments &,100,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.15 %,0,0.00 %,0,0.00 %,0,0.00 %
,statues,,,,,,,,,,,,,,,,,
155,Courthouse,582,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
160,"Eating, drinking places",910,0.12 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"503,200",0.23 %,"110,500",0.16 %,"613,700",0.22 %
161,Restaurant or cafeteria,"5,426",0.74 %,2,0,0.00 %,0,0.00 %,0,0.00 %,9,1.33 %,"498,383",0.23 %,"220,826",0.32 %,"719,209",0.25 %
162,Bar or nightclub,691,0.09 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"39,000",0.02 %,"36,400",0.05 %,"75,400",0.03 %
,"Passenger terminal,",,,,,,,,,,,,,,,,,
170,,362,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,other,,,,,,,,,,,,,,,,,
,Airport passenger,,,,,,,,,,,,,,,,,
171,,"3,094",0.42 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"11,000",0.01 %,"2,000",0.00 %,"13,000",0.00 %
,terminal,,,,,,,,,,,,,,,,,
,Page 4 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:36:18 EDT 2013,Thu Mar 14 07:36:18 EDT 2013,Thu Mar 14 07:36:18 EDT 2013
