Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
635,Computer center,122,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Communications center,,,,,,,,,,,,,,,,,
639,,188,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,500,0.00 %,20,0.00 %,520,0.00 %
,Utility or Distribution,,,,,,,,,,,,,,,,,
640,,207,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"system, other",,,,,,,,,,,,,,,,,
642,Electrical distribution,199,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"3,251",0.00 %,"3,000",0.00 %,"6,251",0.00 %
,"Gas distribution, pipeline,",,,,,,,,,,,,,,,,,
644,gas distribution,74,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"5,000",0.00 %,0,0.00 %,"5,000",0.00 %
,Flammable liquid,,,,,,,,,,,,,,,,,
645,"distribution, pipeline,",26,0.00 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"10,000",0.00 %,0,0.00 %,"10,000",0.00 %
,flammable,,,,,,,,,,,,,,,,,
647,Water utility,114,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.29 %,0,0.00 %,0,0.00 %,0,0.00 %
648,Sanitation utility,116,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"27,000",0.01 %,"5,000",0.01 %,"32,000",0.01 %
655,Crops or orchard,120,0.02 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"372,975",0.17 %,"77,751",0.11 %,"450,726",0.16 %
659,Livestock production,65,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,225,249",1.03 %,"2,080,000",3.06 %,"4,305,249",1.51 %
,"Forest, timberland,",,,,,,,,,,,,,,,,,
669,,813,0.11 %,0,2,1.55 %,1,0.16 %,0,0.00 %,1,0.15 %,"1,080,190",0.50 %,"28,731",0.04 %,"1,108,921",0.39 %
,woodland,,,,,,,,,,,,,,,,,
,Page 11 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:39:34 EDT 2013,Thu Mar 14 07:39:34 EDT 2013,Thu Mar 14 07:39:34 EDT 2013
