Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”,Name: “Table 1 of 1 on page 2 of 13”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Incident Type,Incident Type,Incident Type,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Fire, other",,,,,,,,,,,,,,,,,
100,,"1,099",0.18%,12,0,0.00%,20,3.54%,0,0.00%,1,0.30%,"2,033,034",0.79%,"1,601,163",1.33%,"3,634,197",0.96%
,"Structure fire, other",,,,,,,,,,,,,,,,,
110,(conversion only),410,0.07%,18,3,2.42%,34,6.02%,0,0.00%,5,1.49%,"7,586,709",2.94%,0,0.00%,"7,586,709",2.01%
,Building fires,,,,,,,,,,,,,,,,,
111,,"4,840",0.78%,215,60,48.39%,286,50.62%,0,0.00%,159,47.46%,"159,302,863",61.72%,"107,137,166",89.25%,"266,440,029",70.46%
,Fires in structures other,,,,,,,,,,,,,,,,,
112,than in a building,270,0.04%,16,1,0.81%,3,0.53%,0,0.00%,1,0.30%,"4,110,529",1.59%,"1,501,611",1.25%,"5,612,140",1.48%
,"Cooking fire, confined to",,,,,,,,,,,,,,,,,
113,container,"2,545",0.41%,2,0,0.00%,69,12.21%,0,0.00%,4,1.19%,"403,435",0.16%,"1,120,718",0.93%,"1,524,153",0.40%
,"Chimney or flue fire,",,,,,,,,,,,,,,,,,
114,confined to chimney or,"1,075",0.17%,1,0,0.00%,1,0.18%,0,0.00%,1,0.30%,"130,097",0.05%,"46,775",0.04%,"176,872",0.05%
,flue,,,,,,,,,,,,,,,,,
,Incinerator overload or,,,,,,,,,,,,,,,,,
115,"malfunction, fire",31,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"5,700",0.00%,"6,050",0.01%,"11,750",0.00%
,confined,,,,,,,,,,,,,,,,,
,Fuel burner/boiler,,,,,,,,,,,,,,,,,
116,"malfunction, fire",199,0.03%,0,0,0.00%,4,0.71%,0,0.00%,1,0.30%,"59,766",0.02%,"58,449",0.05%,"118,215",0.03%
,confined,,,,,,,,,,,,,,,,,
,Commercial Compactor,,,,,,,,,,,,,,,,,
117,"fire, confined to rubbish",25,0.00%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"4,300",0.00%,"1,060",0.00%,"5,360",0.00%
,"Trash or rubbish fire,",,,,,,,,,,,,,,,,,
118,contained,493,0.08%,2,0,0.00%,4,0.71%,0,0.00%,0,0.00%,"84,511",0.03%,"49,947",0.04%,"134,458",0.04%
,Fire in mobile prop.,,,,,,,,,,,,,,,,,
120,"used as a fixed struc.,",24,0.00%,0,2,1.61%,0,0.00%,0,0.00%,0,0.00%,"111,551",0.04%,"66,501",0.06%,"178,052",0.05%
,other,,,,,,,,,,,,,,,,,
,Fire in mobile home,,,,,,,,,,,,,,,,,
121,used as fixed residence,181,0.03%,5,2,1.61%,13,2.30%,0,0.00%,2,0.60%,"1,519,451",0.59%,"538,926",0.45%,"2,058,377",0.54%
,"Fire in motor home,",,,,,,,,,,,,,,,,,
122,"camper, recreational",32,0.01%,2,0,0.00%,2,0.35%,0,0.00%,0,0.00%,"318,510",0.12%,"42,700",0.04%,"361,210",0.10%
,vehicle,,,,,,,,,,,,,,,,,
,"Fire in portable building,",,,,,,,,,,,,,,,,,
123,fixed location,32,0.01%,3,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"99,952",0.04%,"72,127",0.06%,"172,079",0.05%
,Mobile property,,,,,,,,,,,,,,,,,
130,"(vehicle) fire, other",700,0.11%,25,1,0.81%,5,0.88%,0,0.00%,0,0.00%,"4,424,047",1.71%,"557,521",0.46%,"4,981,568",1.32%
,Passenger vehicle fire,,,,,,,,,,,,,,,,,
131,,"3,278",0.53%,105,5,4.03%,12,2.12%,0,0.00%,10,2.99%,"12,244,973",4.74%,"1,301,518",1.08%,"13,546,491",3.58%
,Page 2 of 13,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 9:48:06 AM,4/7/09 9:48:06 AM,
