Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Incident Type,Incident Type,Incident Type,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Radioactive condition,",,,,,,,,,,,,,,,,,
430,other,1,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Radiation leak,",,,,,,,,,,,,,,,,,
431,radioactive material,1,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Electrical,,,,,,,,,,,,,,,,,
440,wiring/equipment,"2,634",0.43%,0,0,0.00%,0,0.00%,0,0.00%,2,0.60%,"124,605",0.05%,"25,310",0.02%,"149,915",0.04%
,"problem, other",,,,,,,,,,,,,,,,,
,Heat from short circuit,,,,,,,,,,,,,,,,,
441,"(wiring), defective/worn",825,0.13%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"1,038,140",0.40%,"155,366",0.13%,"1,193,506",0.32%
,Overheated motor,,,,,,,,,,,,,,,,,
442,,663,0.11%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"19,325",0.01%,"30,550",0.03%,"49,875",0.01%
,Light ballast breakdown,,,,,,,,,,,,,,,,,
443,,172,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,200,0.00%,776,0.00%,976,0.00%
,Power line down,,,,,,,,,,,,,,,,,
444,,"4,747",0.77%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"4,600",0.00%,"5,500",0.00%,"10,100",0.00%
,"Arcing, shorted",,,,,,,,,,,,,,,,,
445,electrical equipment,"2,460",0.40%,0,0,0.00%,0,0.00%,0,0.00%,2,0.60%,"42,736",0.02%,"14,516",0.01%,"57,252",0.02%
,"Biological hazard,",,,,,,,,,,,,,,,,,
451,confirmed or suspected,62,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Accident, potential",,,,,,,,,,,,,,,,,
460,"accident, other","1,362",0.22%,0,1,0.81%,1,0.18%,0,0.00%,0,0.00%,"281,700",0.11%,"20,150",0.02%,"301,850",0.08%
,Building or structure,,,,,,,,,,,,,,,,,
461,weakened or collapsed,320,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"527,400",0.20%,"25,600",0.02%,"553,000",0.15%
,Aircraft standby,,,,,,,,,,,,,,,,,
462,,720,0.12%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"55,000",0.02%,0,0.00%,"55,000",0.01%
,"Vehicle accident,",,,,,,,,,,,,,,,,,
463,general cleanup,"6,298",1.02%,0,2,1.61%,0,0.00%,0,0.00%,2,0.60%,"1,199,151",0.46%,"108,426",0.09%,"1,307,577",0.35%
,"Explosive, bomb",,,,,,,,,,,,,,,,,
471,removal (for bomb,77,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,150,0.00%,0,0.00%,150,0.00%
,"scare, use 721)",,,,,,,,,,,,,,,,,
,"Attempted burning,",,,,,,,,,,,,,,,,,
480,"illegal action, other",138,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"2,250",0.00%,0,0.00%,"2,250",0.00%
,Attempt to burn,,,,,,,,,,,,,,,,,
481,,61,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"1,500",0.00%,50,0.00%,"1,550",0.00%
,Page 8 of 13,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 11:19:28 AM,4/7/09 11:19:28 AM,
